@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-5,7-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute vote_en numeric

@data
12.5,1,Horror,20998
1.8,8,Thriller,44970
9.4,3,Comedy,12792
1.2,1,Drama,2322
18,20,Adventure,722150
22,20,Adventure,297977
5,1,Drama,55636
11,1,Drama,2085
22,1,Adventure,16732
16,1,Comedy,13928
24.4,1,Drama,42992
6.4,1,Drama,871
11.4,8,Fantasy,32309
4.6,1,Drama,18847
6.8,20,Adventure,21929
10.4,1,Comedy,19172
1.2,5.5,Drama,4372
7,1,Fantasy,8651
18.4,1,Fantasy,17501
6.6,1,Fantasy,20182
17.2,8,Drama,13214
16.2,1,Drama,65256
20.6,1,Drama,7439
11.2,1,Documentary,7070
1.5,1,Documentary,20242
1,1,Documentary,9230
1,1,Drama,27790
12.2,1,Adventure,14266
14.2,3,Drama,24761
12,1,Drama,38487
12.4,20,Adventure,36463
24,1,Comedy,122809
18.6,1,Drama,14558
9.4,1,Drama,17267
18.2,1,Drama,19003
2.4,10,Drama,79172
23.6,1,Drama,5050
8.25,1,Adventure,8787
5.8,1,Horror,21057
24.2,3,Drama,104158
10.4,1,Adventure,17523
10.4,1,Action,17806
7.2,8,Adventure,30136
12.2,1,Comedy,14993
3.4,1,Comedy,24893
10.4,1,Adventure,13850
4.8,3,Action,10925
1.2,1,Drama,7208
5.6,3,Drama,14996
8.4,1,Action,10039
20.4,5,Drama,8041
11.4,3,Drama,6367
10.4,1,Adventure,18502
4.6,1,Drama,33005
19,1,Adventure,38669
10.8,1,Action,8117
8.4,1,Comedy,10779
11,1,Drama,15556
8,1,Drama,30339
20.4,30,Comedy,14139
1,3,Drama,17949
15.8,3,Drama,4748
19.6,1,Fantasy,50579
13.25,1,Animation,14742
1.8,1,Horror,57018
2.8,1,Horror,14270
5,1,'Science Fiction',5915
22.2,10,Drama,90033
8,3,Comedy,2716
1,1,Drama,20062
10.8,20,Action,11228
16,8,Drama,4951
10.8,1,Adventure,4274
4.6,1,Fantasy,20764
12.75,1,Action,8432
6.4,1,Drama,44779
10.8,1,Comedy,18266
6.8,1,Drama,15322
8.6,1,Adventure,87803
18.2,5,Drama,144608
18.2,1,Drama,7894
6.6,2.3333,Animation,10487
6.6,2,Animation,7516
1,8,Animation,3554
1.2,20,Adventure,11589
10.2,1,Comedy,16069
2.8,3,Drama,597
2.75,1,Drama,5546
13.8,1,Drama,1520
16.2,20,Drama,27617
10.4,1,Action,46204
14.2,1,Drama,31844
3.8,8,Drama,4144
7.4,20,Comedy,13686
20.2,1,Drama,18891
12,1,Adventure,2182
6.8,20,Drama,8885
5.4,20,History,7804
12.2,1,Drama,15134
8,1,Comedy,9967
8.8,20,Comedy,11543
11.2,20,Action,13296
10.4,3,Drama,34134
6.75,5,Comedy,4223
3,1,Drama,53069
12.2,8,Drama,181494
2.25,1,Action,10985
4.8,1,Adventure,93031
1,1,Drama,3545
2.8,1,Drama,17875
8.4,5,Drama,12502
2,1,Drama,31386
1.4,1,Animation,7545
8,1,Drama,20593
14.4,3,Drama,5089
5.6,1,Adventure,7477
10.4,1,Adventure,3557
5,1,Drama,3787
14.6,1,Animation,156616
2.6667,1,Fantasy,1273
11.2,1,Comedy,31413
14,1,Drama,15603
6.8,1,Drama,8458
14,20,Drama,8436
22,10,Adventure,180103
14.2,1,Adventure,12314
9,1,Western,13227
10.4,1,Drama,5261
14.2,1,Action,5654
10.8,3,Drama,6574
8.2,4.5,Adventure,32080
10.8,1,Drama,24506
18.6,1,Comedy,30327
18.2,1,Comedy,8673
1,1,Drama,5352
7.2,1,Drama,5987
10.6,1,Drama,3585
13.2,1,Drama,14904
6.6,20,Adventure,11717
1.25,1,Fantasy,6997
14.2,1,Drama,39079
1.2,3,Action,9309
12.2,1,Thriller,8964
16,20,Adventure,23534
11.6,1,Adventure,4917
1,8,Documentary,685
15,3,Action,118970
3,1,Drama,3612
3.5,1,Action,6657
7,3,Drama,158045
6.6,7.3333,Animation,13480
3,1,Adventure,8592
18.2,7.3333,Fantasy,17017
8.75,1,Drama,21265
3,30,Comedy,80095
3.2,1,Drama,611
3.8,1,Drama,2228
2.8,1,Horror,10448
20,1,Comedy,35016
5.6,3,Drama,7993
12.8,20,Drama,8814
13.6,1,Comedy,17294
10.4,1,Comedy,60834
13,1,Drama,22788
6.8,1,Horror,7527
4.8,1,Drama,2680
10,10.5,Adventure,6409
24,1,Drama,13346
13.6,1,Adventure,20377
5.2,1,Comedy,7563
1,1,Action,269
13.8,18.75,Fantasy,27035
6.6,1,Action,38521
11.8,1,Drama,10961
3.25,1,Adventure,33474
15.2,1,Comedy,199967
7.75,1,Adventure,11162
6.6,3,Drama,15667
9.2,3,Drama,20014
10.25,20,Drama,11156
7.6,30,Drama,20225
12.6,1,Drama,9239
7.2,1,Comedy,22660
13.6,1,Drama,2518
10.4,20,Comedy,3524
4.6,1,Drama,2395
1.5,3,Drama,4199
11.2,1,Drama,182073
3.2,1,Horror,4265
13.2,30,Drama,23386
2,1,Drama,10444
24,15.5,Adventure,121151
1,1,Documentary,193
20.6,1,Comedy,18594
4.25,3,Drama,3706
3.25,8,Adventure,10818
22,1,Drama,20281
5.2,20,Drama,19092
11.4,1,Comedy,22678
3,1,Drama,14796
1.5,3,Comedy,3030
9.6,20,Drama,17079
14.6,1,Drama,10526
11.8,1,Drama,13474
4.8,1,Comedy,14409
16.4,1,Drama,4063
6,1,Animation,13981
4.2,1,Drama,11267
2.6667,1,Fantasy,9710
13,20,Drama,9905
12,1,Comedy,7087
16.6,1,Drama,5124
6.6,1,Adventure,7579
1,1,Drama,834
6.6,1,Drama,15029
17.75,1,Drama,12492
10.8,20,Fantasy,1479
2.2,1,Drama,4846
6.75,20,Drama,32404
14.2,20,Action,15502
9.4,1,Adventure,5559
20,1,Documentary,309
3.75,1,Drama,10912
14.4,1,Drama,31477
3.75,1,Drama,16642
7,1,'Science Fiction',7095
1.25,3,Comedy,2906
4.2,2,Adventure,35946
2.4,1,Action,4432
22.5,1,Drama,10129
7.6,8,Action,5579
4.8,1,Drama,7997
4.6,20,Adventure,6165
8.25,1,Fantasy,1792
1,1,Fantasy,2715
2.4,1,Drama,16568
4.8,1,Action,1512
5.6,1,Adventure,13789
1.8,1,Drama,4526
1,1,Horror,1068
1.25,20,Horror,2520
11.4,1,Drama,6952
24,8,Drama,8074
17.6,1,Drama,2583
1,1,Comedy,5527
1,8,Fantasy,681
8.4,1,Drama,20034
1,1,Documentary,25875
12.5,1,Drama,13594
4,1,Adventure,6600
4.8,3,Drama,5533
12.4,1,Drama,7006
4.25,1,Drama,9073
8.2,1,Action,15520
8.8,1,Drama,16054
14.4,1,Drama,7502
9.4,1,Drama,17995
8.8,1,Comedy,12743
3.2,1,Drama,6914
17.8,1,Drama,10243
10.8,3,Drama,6919
1.4,3,Horror,5957
15,1,Comedy,11822
7.4,3,Action,4577
10.4,1,Drama,7000
1,1,Fantasy,8008
25.6,1,Drama,8330
4.2,1,Drama,12560
1.5,1,Horror,7928
3.2,1,'Science Fiction',9969
13.6,20,Drama,3557
16.2,1,Drama,12229
6.8,8,Fantasy,32002
6.25,1,Horror,16990
17.6,1,Drama,15288
22,20,Adventure,251646
8.6,3,Fantasy,3051
7.2,8,Drama,6494
10.6,1,Action,17429
12.8,8,Adventure,8685
7.2,1,Drama,7982
1,1,Drama,8532
6.25,15.5,Adventure,25834
10.4,1,Drama,14742
7,3,Drama,2397
22,1,Action,7912
18.2,1,Comedy,16482
10.4,3,Drama,18550
6.6,3,Drama,6020
1.6,3,Adventure,12188
7,1,Fantasy,16223
2.8,1,Drama,12837
4.8,1,Drama,20110
16.2,1,Fantasy,90661
20,8,Comedy,172428
10.8,1,Comedy,5888
12.2,1,Comedy,19555
10.4,20,Drama,6167
18.2,20,Comedy,42746
2.75,1,Drama,1177
7.4,1,Drama,15843
2.8,8,Drama,17038
1.8,1,Drama,10525
22,1,Animation,27210
12.2,1,Adventure,44461
19,1,Comedy,137026
6.6,20,Thriller,51161
4.2,1,Drama,22319
18.4,5,Drama,2251
10.8,1,Drama,20192
2.25,1,Fantasy,15209
11.75,3,Adventure,3357
3.5,1,Drama,1148
4.2,2,Adventure,14201
6.6,20,Drama,5846
13.8,8,Comedy,11881
5.75,1,Drama,6841
6.8,1,Drama,17092
7.4,3,Drama,6830
1.8,1,Adventure,1223
9.2,20,Drama,13591
12.6,1,Horror,15851
5.8,20,Drama,9270
14.2,1,Comedy,10927
3.25,1,Drama,40520
5.5,1,Drama,20677
1.6,30,Adventure,82738
30,3,Adventure,42999
22,30,Drama,959006
7,8,Horror,164335
26,1,Adventure,10270
9.25,5,Drama,6966
3.2,1,Comedy,11095
3.4,3,Comedy,11187
2.8,1,Fantasy,4598
8.6,3,Comedy,1221
17.6,3,Drama,13965
10.8,1,Action,7317
9.6,1,Comedy,7174
18.2,1,Drama,53868
28,1,Action,117318
10.4,3,Comedy,152806
1.2,1,Animation,3814
1,1,Drama,1525
4.8,1,Adventure,5782
5.4,1,Comedy,11729
4,8,Drama,10697
6,1,Horror,7018
3,1,Adventure,2764
8.8,3,Drama,9711
13.4,1,Comedy,2917
18,3,Drama,16214
21,1,Adventure,35000
14.8,3,Drama,4138
12.4,20,Adventure,23794
5,1,Comedy,15660
7.2,1,Adventure,13959
17,1,Adventure,4037
9,20,Drama,10153
14.6,1,Drama,7102
3.2,1,Comedy,4652
1.8,1,Drama,5082
18,1,Drama,5228
3.2,3,Adventure,9339
7,1,Drama,6555
3.25,1,Drama,40744
18.2,1,Comedy,5144
16.4,20,Drama,45408
22.2,1,Drama,23849
9.6,3,Adventure,28572
17.4,8,Adventure,14081
3.6,1,Drama,2213
1.2,1,Music,6406
16.4,20,Drama,22060
10.4,1,Comedy,5773
11.6,1,Adventure,22521
1.8,8,Drama,3391
15.6,1,Comedy,2768
14.4,1,Adventure,10207
9,1,Drama,277119
22.2,1,Adventure,14646
10.6,1,Drama,24413
5.75,1,Drama,4446
7.8,1,Drama,13403
10.4,1,Drama,12612
1.2,1,Drama,14578
15.75,1,Thriller,11639
6.4,3,Adventure,35066
12.2,3,Thriller,11640
10.6,1,Western,8473
3.5,1,Comedy,3305
24,30,Adventure,184872
11.6,1,Adventure,8669
20.2,3,Drama,9566
13.6667,20,Drama,94063
20,5,Adventure,79014
6.2,20,Adventure,6265
4.8,20,Action,556783
1,1,Drama,8052
5.75,20,Drama,14219
8.8,30,Drama,16781
8.4,1,Horror,30138
3.25,1,Documentary,342
6.8,1,Documentary,474
18.8,1,Drama,19261
7.2,1,Action,11195
22,1,Adventure,17172
4.8,1,Action,19272
6.2,20,Adventure,3425
12.4,3,Comedy,11827
2,1,Music,3733
9.4,8,Comedy,6302
8.4,1,Drama,8831
3,1,Adventure,6459
4.6,1,Drama,5087
1.25,5,Drama,27168
8.4,3,Comedy,2636
5,1,Comedy,38286
1.4,1,Drama,2202
12.6,20,Animation,79245
16.6,5,Romance,10631
3.2,1,Horror,6627
10.6,1,Adventure,8139
24,3,Drama,12858
14.4,1,Drama,2306
5,1,Horror,8732
2.8,1,Fantasy,2157
10.4,3,Drama,33441
8.6,1,Drama,21691
12.6,1,Drama,7717
16.2,5,Adventure,53874
7.2,1,Drama,6253
10.5,1,Comedy,5830
14.2,20,Drama,12069
12.4,1,Drama,12861
14.4,1,Comedy,14330
1,1,Drama,14293
5,3,Drama,6873
4.6,20,Drama,10974
4.6,1,Drama,3436
10.6,3,Drama,9907
20.6,20,Adventure,229131
19.6,1,Drama,241706
6.2,1,Fantasy,4288
12.6,30,Drama,17166
8.4,20,Drama,12959
22,3,Drama,48036
5.75,10,Drama,1579
26,1,Adventure,139824
6.8,20,Comedy,5729
15,1,Comedy,10917
12.75,1,Drama,8727
9,1,Action,2941
1.8,1,Horror,13968
2,1,Drama,2449
10.6,1,Drama,19227
18.2,8,Drama,157813
6.6,10.5,Animation,21445
6.6,1,Comedy,2110
1,1,Fantasy,6156
18,3,Action,117143
17,20,Adventure,3102
12,1,Action,7309
16.2,20,Drama,4196
6.8,1,Drama,7304
2.8,1,Horror,12492
5.6,20,Drama,4716
4.8,3,Drama,3734
19.6,1,Drama,13671
12.6,40,Fantasy,4273
5.2,30,Action,7409
9.6,3,Comedy,3223
14.4,1,Drama,2090
2.8,1,Drama,7713
6.8,1,Comedy,8451
1,1,Horror,3592
7.2,1,Drama,8731
3.2,1,Comedy,29332
12,2,Action,9096
14,1,Drama,3365
12.6,1,Horror,51928
20,1,Comedy,611546
28,20,Adventure,238203
10.75,1,Drama,4426
6.25,1,Horror,5042
8.8,2.75,Animation,11180
8.8,1,Comedy,19688
4.8,3,Drama,19940
4.2,1,Comedy,3347
9.8,20,Comedy,2937
12.6,1,Drama,12312
1.25,3,Drama,13066
11.2,1,Drama,7304
3.2,1,Comedy,9382
19,1,Fantasy,11871
20.6,3,Drama,94304
1,8,Horror,4490
3.2,1,Comedy,2386
6.2,1,Adventure,4394
2.2,1,Comedy,2401
5,1,Adventure,3391
7.6,1,Comedy,10559
6.8,1,Horror,10539
12.25,3,Comedy,5512
4.4,1,Comedy,6170
6.4,1,Drama,3633
5.2,3,Adventure,5399
2.25,1,Comedy,2429
8,1,Drama,5722
8,1,Action,11241
1.4,3,Horror,2951
12.2,1,Drama,5922
1.2,3,Drama,11780
6.2,1,Drama,7371
1,1,Comedy,4514
2.6,5,Horror,32339
20,20,Comedy,13798
6.6,1,Adventure,4279
18,5,Drama,47153
8.8,20,Comedy,61898
12.6,3,Drama,6470
3.2,5,Thriller,6956
2.8,20,Comedy,10798
5,1,Drama,2212
1,1,Music,4540
8.6,3,Drama,12436
6.8,1,Horror,7997
1,2.4,Animation,1734
1,1,Adventure,2027
4.8,1,Drama,49578
2.8,1,Animation,7301
2.4,1,Drama,28926
11.2,3,Drama,9723
6.4,5,Comedy,6354
19,1,Adventure,34748
6.6,1,Adventure,4088
5.75,1,Action,321
6.4,1,Drama,5394
1,1,Comedy,625
5.4,1,Drama,12183
4.6,1,Adventure,80033
1,1,Comedy,9060
3,1,Drama,51205
8.6,1,Adventure,4434
2.8,1,Comedy,1442
12.4,1,Comedy,46211
1.5,1,Drama,791
1,1,Animation,5070
12.6,1,Horror,126655
20,8,Comedy,86416
18.2,1,Fantasy,109156
28,3,Horror,409388
4.2,1,Horror,79412
22.4,3,Drama,398966
22,1,Comedy,33694
5,1,Drama,12903
1.75,1,Adventure,1998
26,1,Action,155427
3.25,1,Comedy,5312
1.6,1,Drama,8471
1.4,1,Comedy,2256
22,1,Horror,96614
3,3,Drama,11678
5.2,1,Adventure,6333
15,1,Comedy,12729
16.2,1,Drama,18410
20,1,Comedy,65584
1.6,1,Action,5857
2.6,1,Drama,1508
1,1,Drama,3045
1.2,5,Comedy,1705
1.5,1,Drama,12685
1,1,Drama,2290
2.6,5.5,Drama,928
4.3333,3,Adventure,940
8.2,1,Comedy,33131
10.6,30,Adventure,13718
1.2,1,Fantasy,7850
6.6,1,Action,2517
5.6,1,Comedy,2300
7,1,Drama,18165
1,3,Adventure,1770
3,1,Drama,12687
3,1,Adventure,4939
2.8,1,Comedy,9551
10,10.5,Comedy,1499
10.6,1,Comedy,3474
19.6,8,Animation,410596
9.2,1,Drama,9827
8.2,1,Drama,2115
7.5,1,Fantasy,6548
3.6,1,Drama,238765
2.4,1,Fantasy,15356
16.4,1,Adventure,8355
6.8,1,Drama,7867
22,1,Action,241351
11,1,Drama,3028
15,5,Adventure,273956
26,1,Fantasy,47739
8.6,1,Drama,7335
14,3,Drama,17294
1.6,3,Animation,988
22,20,Action,221115
5.75,3,Drama,13493
12.4,1,Drama,12101
18.4,1,Fantasy,11742
5,1,Drama,2840
2.8,3,Adventure,2240
2.2,8,Drama,12108
8,1,Drama,5245
8.4,3,Drama,13617
2.6,1,Drama,6777
22,1,Drama,10398
12.6,8,Drama,10762
7.6667,3,Drama,5872
22,1,Adventure,187301
8.6,1,Comedy,9799
6.6,3,Action,2096
22,20,Drama,103297
3.6,1,Comedy,1613
3.4,1,Adventure,17477
16.6,1,Comedy,23560
16.2,1,Drama,7046
4.8,1,Drama,6422
13,3,Comedy,172555
3.6,1,Drama,11872
3,1,Drama,1509
23,3,Drama,5864
2,1,Comedy,3995
7.4,1,Drama,3483
20.8,1,Comedy,5018
14.4,10,Drama,7811
1,3,Drama,6622
10,1,Action,2799
3.25,1,Drama,27113
16,8,Horror,153443
4.8,1,Drama,21274
15,1,Drama,7089
1.3333,1,Documentary,218
3.4,1,Action,3523
5.75,3,Drama,3826
9,1,Drama,4742
16.2,1,Drama,3814
1.2,1,Drama,20696
15,1,Drama,11009
1,1,Drama,34770
1,1,Drama,8772
12.6,1,Drama,15231
18,1,Fantasy,6829
4.8,1,Adventure,2555
8.8,1,Drama,217
5,8,Horror,46044
5,1,Comedy,8421
1,3,Comedy,762
10.4,1,Adventure,5026
5,1,Documentary,7935
7,1,Fantasy,9209
3,1,Drama,6479
24,3,Drama,15376
12.4,1,Action,13312
3.4,3,Comedy,19814
5.2,1,Comedy,4450
1.6,1,Documentary,4062
14.4,20,Drama,5705
10.2,1,Drama,5599
6.8,1,Adventure,2891
8.25,1,Drama,494
26,20,Adventure,43120
5.75,1,Comedy,10588
6.6,1,Action,2032
6.75,1,Drama,1027
13.4,1,Drama,4969
10.5,8,Comedy,4472
4.6,20,Comedy,19199
4.6,1,Adventure,3226
7.2,1,Drama,7339
5,1,Comedy,3555
4,3,Drama,1109
8.8,3,Comedy,6612
1,1,Action,902
8.75,8,Drama,685
2.2,1,Comedy,721
6.8,1,Fantasy,4230
4.8,3,Drama,8420
16,1,Drama,30454
6.2,3,Drama,2757
10.5,30,Documentary,36867
9.6,20,Drama,7221
10.2,3,Drama,5925
5.8,1,Action,10917
19,1,Drama,9248
12.75,1,Comedy,8625
16,3,Drama,5997
14.6,1,Drama,11479
1,2,Drama,3937
16.6,1,Comedy,5992
12.4,1,Drama,4817
5.4,1,Drama,7804
21.25,1,Animation,2165
13.6,1,Comedy,20651
2.8,1,Adventure,2346
4.6,20,Drama,10180
22,3,Drama,12480
7,1,Adventure,5434
4.8,1,Drama,10246
1,3,Documentary,10908
1,1,Fantasy,157
4.6,10,Drama,20108
25,20,Adventure,291447
20.2,1,Drama,7064
6.4,1,Adventure,24743
1,1,Comedy,2823
4.2,1,Animation,18542
7.4,20,Drama,6261
1,1,Drama,3787
7.4,1,Drama,3085
1.2,1,Action,14577
14.4,5,Action,33088
14,12.5,Animation,162977
16.2,1,Drama,18858
14.2,30,Drama,57489
16,30,Drama,228335
20,5,Action,55150
13.6,1,Thriller,65432
12.2,1,Thriller,78798
12.2,1,Action,60238
4.8,7.3333,Animation,11891
8.6,20,Drama,237215
14,1,Horror,84154
26,1,Comedy,72951
12.2,1,Drama,48773
2.8,8,Drama,1850
30,1,Drama,279694
22,3,Comedy,32221
14.6,30,Drama,130443
11.4,3,Horror,295545
20.2,1,Drama,112607
22,8,Adventure,114644
8.25,1,Fantasy,2211
13.8,3,Comedy,8558
21.8,1,Fantasy,32441
19,5,Adventure,79182
14,3,Adventure,143638
6.2,1,Comedy,15853
18,15.5,Fantasy,98027
6.8,10,Drama,9179
1,1,Documentary,42187
3.3333,1,Drama,9482
28,40,Drama,294549
18.4,1,Action,32187
3.2,1,Horror,2416
10.4,1,Action,6691
4.8,8,Thriller,334
14,1,Drama,12435
16,3,Fantasy,33717
13.2,1,Horror,78545
3.2,5,Horror,9127
1.25,1,Documentary,1670
3,1,Adventure,6571
7,5,Drama,7806
6.6,1,Comedy,17076
23,30,Action,456737
13.2,1,Fantasy,53570
22.2,1,Drama,89402
1,1,Drama,707
4.6,1,Thriller,4964
1.4,1,Drama,7245
2.4,1,Action,2022
17.2,1,Drama,8448
5.75,1,Comedy,3953
16,30,Fantasy,204871
10.2,1,Adventure,14805
14.4,1,Comedy,34301
11.6,3,Action,10470
5.5,1,Horror,8072
17.2,20,Action,77292
20,1,Adventure,67800
1.4,1,Horror,192478
20.2,1,Drama,41119
1.25,3,Adventure,3351
12.4,40,Adventure,3680
1,1,Comedy,6392
1.5,1,Fantasy,8575
5.75,3,Adventure,2015
23.3333,1,Drama,16446
7.5,1,Drama,11986
1.8,1,Horror,23808
4.8,1,Comedy,10444
10.75,20,Adventure,9198
22,3,Adventure,192737
5.6,20,Fantasy,7385
1,1,Drama,650
1,20,Horror,3672
1,1,Drama,12213
14.4,3,Comedy,8845
3,1,Comedy,2355
10.75,1,Drama,1807
2.6,1,Fantasy,4549
14.6,1,Adventure,11086
8.6,1,Horror,7695
7,5,Horror,5383
12.2,3,Comedy,4222
6,1,Drama,4303
1,10,Documentary,8882
24,1,Drama,13389
7.75,8,Horror,38457
3,5,Drama,6703
8.25,20,Drama,2897
2,3,Documentary,870
13.8,20,Drama,28195
8.2,1,Action,963
14.6,1,Animation,129018
11.2,1,Drama,77288
11,10.5,Comedy,1110
1.8,1,Adventure,3541
3,10,Drama,6339
2.8,5,Horror,7614
20,1,Drama,6114
4,3,Fantasy,4573
1.75,1,Horror,2170
10,20,Comedy,4718
16.4,1,Adventure,37348
14.6,10,Fantasy,120755
40,20,Adventure,1045552
12.2,1,Comedy,30903
8.8,10,Drama,50440
1.25,1,Drama,486
11.8,1,Action,3729
4.8,1,Comedy,1726
12.4,1,Drama,6099
8.6,1,Comedy,3515
1.4,8,Drama,2315
1,20,Drama,15835
2.8,1,Animation,5843
14.4,3,Drama,115868
1,1,Comedy,1185
7.6667,3,Adventure,5536
11.8,1,Adventure,2902
4.6,1,Thriller,6706
3.6,1,Horror,11742
8.8,20,Comedy,5018
1,1,Adventure,5829
6.4,1,Drama,15967
14.4,1,Fantasy,23482
19.2,3,Drama,84241
5.8,1,Action,37731
7,1,Fantasy,6721
15.25,1,Adventure,3928
2.8,1,Comedy,1677
3,3,Drama,8876
2.2,1,Action,7283
8.8,3,Adventure,10711
4.6,3,Drama,1636
3.25,1,Horror,9635
5.6667,1,Animation,1260
5.75,3,Horror,2967
1,1,Horror,14672
10.4,5,Comedy,12130
5,20,Adventure,11477
8.8,1,Drama,2692
8.6,1,Documentary,1783
10.6,30,Documentary,4313
1,1,Romance,1623
4.6,8,Adventure,4515
1,1,Drama,1684
2.8,1,?,286
6,1,Horror,10423
9.4,1,Adventure,11270
2.8,1,Horror,4910
3.6,3,Action,2464
14.2,20,Comedy,5533
8.8,1,Drama,10967
16.2,3,Drama,8936
18,1,Comedy,12055
13.2,1,Drama,7508
8.8,1,Comedy,1154
7,1,Drama,33323
16.2,1,Comedy,75888
16.2,3,Drama,71671
1,1,Fantasy,6491
2.8,1,Action,3399
7.4,8,Drama,4354
4.4,1,Drama,2370
20,1,Drama,2542
1,1,Adventure,816
7.6,1,Comedy,9895
3.75,5,Drama,20826
2.4,1,Drama,144522
6,20,Drama,7321
4.8,3,Horror,4491
8.6,1,Drama,3364
1.2,8,Drama,4851
1,3,Drama,2837
16,5,Drama,2863
2.6,1,Drama,14317
1.5,1,Drama,636
14.2,1,Drama,6530
7.6,3,Horror,7150
23,1,Drama,12124
15.2,20,Drama,7115
20,1,Drama,6385
18.2,1,Drama,26545
2.75,3,Drama,10216
22.2,1,Drama,1573
12.2,3,Comedy,12147
11.25,1,Comedy,6831
2,1,Horror,6146
7,1,Adventure,3892
6.8,8,Drama,3606
14.2,1,Drama,36747
7,20,Drama,91622
2,3,Fantasy,684
3.4,3,Adventure,2086
7,1,Drama,7816
4.8,5,Action,2481
14.2,1,Drama,76468
1,1,Adventure,1751
3.2,5,Adventure,14481
3,1,Comedy,5211
14.6,1,Drama,319
12.4,3,Drama,9039
8.4,1,Drama,4227
1.4,3,Comedy,1951
16.2,10,Drama,10453
9.2,1,Drama,12359
1,20,Horror,4129
8.6,5,Horror,8730
14.2,20,Drama,6651
2,1,Drama,7784
1,1,Drama,4980
15.25,1,Comedy,10864
8.6,1,Drama,6333
12.2,1,Drama,6022
4.5,3,Adventure,4348
12.6,1,Drama,10628
7.4,5,Action,4178
2.8,5,Drama,3186
3.2,1,Comedy,8394
11.25,3,Drama,124902
14.4,1,Action,100940
22,20,Drama,54617
6,1,Comedy,7091
8.6,1,Drama,2349
12.8,8,Adventure,55674
7,1,Action,2276
5.5,3,Fantasy,2622
4.8,3,Drama,3103
6.8,1,Drama,7061
9,5,Drama,4963
5.4,20,Comedy,3880
14.4,20,Drama,5278
1,1,Documentary,14855
24,30,Drama,5502
18,1,Drama,13474
15.4,1,Drama,3761
10,1,Comedy,8602
5.2,3,Adventure,2707
8.6,5,Horror,24886
3.2,1,Comedy,3185
6.6,1,Drama,12358
4.25,3,Drama,17218
19,1,Drama,24130
10.8,1,Action,5424
12.4,1,Drama,7427
3.25,30,Comedy,7939
6.8,1,Drama,2675
6.4,1,Drama,5652
8.8,1,Drama,3645
1,1,Drama,1612
8.8,1,Drama,2926
7.2,3,Adventure,4034
8.6,1,Drama,2558
14,1,Comedy,7946
3.6,5,Drama,2337
28,8,Adventure,130659
12.4,1,Comedy,2589
3,1,Drama,7472
4.8,1,Drama,2677
1,1,Drama,5709
5.2,8,Horror,3639
3.5,1,Drama,10088
5,1,Adventure,2151
26,30,Adventure,1583625
2.75,1,Horror,4432
5,1,Horror,5046
2,1,Horror,6660
4.6,1,Western,6871
1,1,Documentary,1164
3.4,1,Comedy,8566
18.2,1,Drama,5308
5.75,3,Action,4569
1.8,8,Drama,12201
1.6,1,Drama,2892
22,1,Adventure,7454
1,1,Drama,4715
1,3,Drama,1293
2.4,3,Drama,1220
16.4,1,Drama,14765
10.6,1,Action,101840
16.4,1,Action,255813
28.2,40,Adventure,283282
9,1,Drama,81916
34,20,Action,199900
20.2,3,Action,128845
14.4,1,Drama,30814
20,20,Drama,41995
24.6,1,Drama,40936
12.4,1,Action,5679
9,1,Drama,1109
6.8,2,Drama,4811
7.6,1,Horror,5842
1,1,'Science Fiction',809
6.6,1,Adventure,7524
3.4,3,Action,25624
7.3333,1,Drama,8980
1.8,1,Drama,13505
1,1,Adventure,26754
4.8,3,Drama,6021
12.75,1,Drama,8636
3,1,Fantasy,12202
12.2,1,Drama,27987
2.6,1,Drama,7640
22,1,Drama,30555
6,3,Drama,3677
6.4,1,Fantasy,6233
8.6,1,Comedy,6987
26,30,Comedy,4500
1,1,Horror,4430
14.2,1,Drama,177602
19.6,1,Drama,9190
25,1,Drama,58995
5.2,5,Drama,4338
1.8,1,Horror,10861
3.8,1,Drama,786
22,3,Drama,4610
3,1,Comedy,2435
12.8,1,Horror,63889
14,20,Drama,4215
5.4,1,Drama,7321
7.6,1,Drama,2574
1,1,Horror,572
1.4,5,Fantasy,9687
12.6,1,Adventure,22557
1,5,Drama,26736
1,3,Action,1586
4.8,1,Drama,4384
14.2,1,Drama,1336
1.2,1,Animation,18707
9,3,Drama,2088
13.8,1,Drama,5839
3,1,Documentary,6219
6,5,Fantasy,8115
1.25,1,Horror,398
8.4,1,Horror,4740
18.2,1,Action,6099
10.4,3,Drama,2387
10.8,1,Horror,8481
16.2,1,Drama,6508
9.4,20,Drama,5207
10.4,1,Drama,8218
8.5,1,Drama,12955
1,1,Fantasy,2459
6.6,1,Drama,4972
