@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-6,8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute vote_cn numeric

@data
8.4,1,Comedy,0
11,1,Drama,90
8,1,Drama,298
20.4,30,Comedy,257
1,3,Drama,2603
15.8,3,Drama,0
19.6,1,Fantasy,28136
13.25,1,Animation,78
1.8,1,Horror,6603
2.8,1,Horror,1315
5,1,'Science Fiction',0
22.2,10,Drama,2656
8,3,Comedy,32
1,1,Drama,67
10.8,20,Action,57
16,8,Drama,61
10.8,1,Adventure,28
4.6,1,Fantasy,6353
12.75,1,Action,325
6.4,1,Drama,14629
10.8,1,Comedy,2745
6.8,1,Drama,76
8.6,1,Adventure,9328
18.2,5,Drama,97336
18.2,1,Drama,0
6.6,2.3333,Animation,498
6.6,2,Animation,443
1,8,Animation,112
1.2,20,Adventure,233
10.2,1,Comedy,0
2.8,3,Drama,0
2.75,1,Drama,839
13.8,1,Drama,230
16.2,20,Drama,835
10.4,1,Action,4224
14.2,1,Drama,14694
3.8,8,Drama,0
7.4,20,Comedy,42
20.2,1,Drama,529
12,1,Adventure,0
6.8,20,Drama,68
5.4,20,History,30
12.2,1,Drama,78
8,1,Comedy,135
8.8,20,Comedy,26
11.2,20,Action,98
10.4,3,Drama,14567
6.75,5,Comedy,22
3,1,Drama,143
12.2,8,Drama,131963
2.25,1,Action,25
4.8,1,Adventure,32883
1,1,Drama,0
2.8,1,Drama,1670
8.4,5,Drama,106
2,1,Drama,1874
1.4,1,Animation,102
8,1,Drama,33
14.4,3,Drama,1000
5.6,1,Adventure,0
10.4,1,Adventure,0
5,1,Drama,1417
14.6,1,Animation,73792
2.6667,1,Fantasy,0
11.2,1,Comedy,5120
14,1,Drama,774
6.8,1,Drama,77
14,20,Drama,519
22,10,Adventure,78022
14.2,1,Adventure,330
9,1,Western,35
10.4,1,Drama,488
14.2,1,Action,0
10.8,3,Drama,25
8.2,4.5,Adventure,448
10.8,1,Drama,6235
18.6,1,Comedy,4557
18.2,1,Comedy,2107
1,1,Drama,26497
7.2,1,Drama,806
10.6,1,Drama,333
13.2,1,Drama,1548
6.6,20,Adventure,314
1.25,1,Fantasy,160
14.2,1,Drama,255
1.2,3,Action,363
12.2,1,Thriller,64
16,20,Adventure,2087
11.6,1,Adventure,313
1,8,Documentary,205
15,3,Action,26326
3,1,Drama,0
3.5,1,Action,0
7,3,Drama,162475
6.6,7.3333,Animation,22794
3,1,Adventure,0
18.2,7.3333,Fantasy,26
8.75,1,Drama,236
3,30,Comedy,506
3.2,1,Drama,0
3.8,1,Drama,63
2.8,1,Horror,128
20,1,Comedy,9452
5.6,3,Drama,9828
12.8,20,Drama,486
13.6,1,Comedy,6732
10.4,1,Comedy,828
13,1,Drama,63
6.8,1,Horror,435
4.8,1,Drama,0
10,10.5,Adventure,382
24,1,Drama,89
13.6,1,Adventure,5991
5.2,1,Comedy,0
1,1,Action,704
13.8,18.75,Fantasy,683
6.6,1,Action,32493
11.8,1,Drama,310
3.25,1,Adventure,76588
15.2,1,Comedy,2646
7.75,1,Adventure,124
6.6,3,Drama,1745
9.2,3,Drama,63653
10.25,20,Drama,693
7.6,30,Drama,117
12.6,1,Drama,285
7.2,1,Comedy,0
13.6,1,Drama,64
10.4,20,Comedy,0
4.6,1,Drama,532
1.5,3,Drama,0
11.2,1,Drama,23563
3.2,1,Horror,104
13.2,30,Drama,3139
2,1,Drama,155
24,15.5,Adventure,16697
1,1,Documentary,169
20.6,1,Comedy,372
4.25,3,Drama,297
3.25,8,Adventure,50
22,1,Drama,3100
5.2,20,Drama,80
11.4,1,Comedy,43
3,1,Drama,551
1.5,3,Comedy,0
9.6,20,Drama,63
14.6,1,Drama,7456
11.8,1,Drama,528
4.8,1,Comedy,553
16.4,1,Drama,7938
6,1,Animation,767
4.2,1,Drama,313
2.6667,1,Fantasy,36
13,20,Drama,566
12,1,Comedy,157
16.6,1,Drama,746
6.6,1,Adventure,230
1,1,Drama,325
6.6,1,Drama,5867
17.75,1,Drama,80
10.8,20,Fantasy,3743
2.2,1,Drama,3371
6.75,20,Drama,163
14.2,20,Action,0
9.4,1,Adventure,1076
20,1,Documentary,135
3.75,1,Drama,0
14.4,1,Drama,6255
3.75,1,Drama,209
7,1,'Science Fiction',0
1.25,3,Comedy,0
4.2,2,Adventure,44
2.4,1,Action,0
22.5,1,Drama,621
7.6,8,Action,32023
4.8,1,Drama,168
4.6,20,Adventure,0
8.25,1,Fantasy,22
1,1,Fantasy,0
2.4,1,Drama,578
4.8,1,Action,46
5.6,1,Adventure,1255
1.8,1,Drama,125
1,1,Horror,43
1.25,20,Horror,38
11.4,1,Drama,43
24,8,Drama,89
17.6,1,Drama,131
1,1,Comedy,0
1,8,Fantasy,74
8.4,1,Drama,166
1,1,Documentary,1515
12.5,1,Drama,865
4,1,Adventure,56
4.8,3,Drama,361
12.4,1,Drama,107
4.25,1,Drama,0
8.2,1,Action,147
8.8,1,Drama,394
14.4,1,Drama,103
9.4,1,Drama,123
8.8,1,Comedy,63
3.2,1,Drama,0
17.8,1,Drama,26
10.8,3,Drama,30
1.4,3,Horror,822
15,1,Comedy,245
7.4,3,Action,0
10.4,1,Drama,152
1,1,Fantasy,89
25.6,1,Drama,62
4.2,1,Drama,51
1.5,1,Horror,103
3.2,1,'Science Fiction',118
13.6,20,Drama,45758
16.2,1,Drama,1428
6.8,8,Fantasy,1746
6.25,1,Horror,1676
17.6,1,Drama,52
22,20,Adventure,14028
8.6,3,Fantasy,28498
7.2,8,Drama,188
10.6,1,Action,7898
12.8,8,Adventure,32
7.2,1,Drama,641
1,1,Drama,60
6.25,15.5,Adventure,4280
10.4,1,Drama,404
7,3,Drama,0
22,1,Action,20
18.2,1,Comedy,33
10.4,3,Drama,5043
6.6,3,Drama,91746
1.6,3,Adventure,5026
7,1,Fantasy,25
2.8,1,Drama,162
4.8,1,Drama,771
16.2,1,Fantasy,10182
20,8,Comedy,7667
10.8,1,Comedy,0
12.2,1,Comedy,6679
10.4,20,Drama,214
18.2,20,Comedy,5726
2.75,1,Drama,0
7.4,1,Drama,880
2.8,8,Drama,323
1.8,1,Drama,831
22,1,Animation,26499
12.2,1,Adventure,600
19,1,Comedy,5247
6.6,20,Thriller,42613
4.2,1,Drama,129
18.4,5,Drama,165
10.8,1,Drama,698
2.25,1,Fantasy,3861
11.75,3,Adventure,182
3.5,1,Drama,0
4.2,2,Adventure,323
6.6,20,Drama,82
13.8,8,Comedy,240
5.75,1,Drama,3081
6.8,1,Drama,666
7.4,3,Drama,1421
1.8,1,Adventure,11840
9.2,20,Drama,203
12.6,1,Horror,5374
5.8,20,Drama,47
14.2,1,Comedy,57
3.25,1,Drama,226055
5.5,1,Drama,2864
1.6,30,Adventure,134591
30,3,Adventure,6333
22,30,Drama,153776
7,8,Horror,16353
26,1,Adventure,4418
9.25,5,Drama,50
3.2,1,Comedy,35
3.4,3,Comedy,0
2.8,1,Fantasy,959
8.6,3,Comedy,22
17.6,3,Drama,198
10.8,1,Action,47
9.6,1,Comedy,0
18.2,1,Drama,1465
28,1,Action,10395
10.4,3,Comedy,97574
1.2,1,Animation,0
1,1,Drama,30
4.8,1,Adventure,42
5.4,1,Comedy,597
4,8,Drama,507
6,1,Horror,27
3,1,Adventure,57541
8.8,3,Drama,1363
13.4,1,Comedy,0
18,3,Drama,1044
21,1,Adventure,222
14.8,3,Drama,0
12.4,20,Adventure,2098
5,1,Comedy,77
7.2,1,Adventure,29
17,1,Adventure,78
9,20,Drama,622
14.6,1,Drama,560
3.2,1,Comedy,0
1.8,1,Drama,380
18,1,Drama,135
3.2,3,Adventure,732
7,1,Drama,332
3.25,1,Drama,2017
18.2,1,Comedy,364
16.4,20,Drama,6372
22.2,1,Drama,1935
9.6,3,Adventure,1626
17.4,8,Adventure,162
3.6,1,Drama,820
1.2,1,Music,83
16.4,20,Drama,2838
10.4,1,Comedy,0
11.6,1,Adventure,2501
1.8,8,Drama,0
15.6,1,Comedy,0
14.4,1,Adventure,67
9,1,Drama,97211
22.2,1,Adventure,1465
10.6,1,Drama,760
5.75,1,Drama,0
7.8,1,Drama,118
10.4,1,Drama,197
1.2,1,Drama,335
15.75,1,Thriller,47
6.4,3,Adventure,1451
12.2,3,Thriller,1927
10.6,1,Western,37
3.5,1,Comedy,502
24,30,Adventure,65338
11.6,1,Adventure,52
20.2,3,Drama,929
13.6667,20,Drama,8911
20,5,Adventure,3599
6.2,20,Adventure,44949
4.8,20,Action,155401
1,1,Drama,426
5.75,20,Drama,1689
8.8,30,Drama,103
8.4,1,Horror,701
3.25,1,Documentary,0
6.8,1,Documentary,237
18.8,1,Drama,285
7.2,1,Action,133
22,1,Adventure,83
4.8,1,Action,35156
6.2,20,Adventure,27575
12.4,3,Comedy,1326
2,1,Music,42
9.4,8,Comedy,139
8.4,1,Drama,1045
3,1,Adventure,71
4.6,1,Drama,75
1.25,5,Drama,1214
8.4,3,Comedy,202
5,1,Comedy,2090
1.4,1,Drama,207
12.6,20,Animation,10403
16.6,5,Romance,8636
3.2,1,Horror,38
10.6,1,Adventure,3352
24,3,Drama,178
14.4,1,Drama,210
5,1,Horror,50
2.8,1,Fantasy,444
10.4,3,Drama,16745
8.6,1,Drama,581
12.6,1,Drama,0
16.2,5,Adventure,3130
7.2,1,Drama,1299
10.5,1,Comedy,71
14.2,20,Drama,58
12.4,1,Drama,70
14.4,1,Comedy,1689
1,1,Drama,2125
5,3,Drama,84
4.6,20,Drama,660
4.6,1,Drama,234
10.6,3,Drama,1078
20.6,20,Adventure,105170
19.6,1,Drama,76126
6.2,1,Fantasy,0
12.6,30,Drama,606
8.4,20,Drama,122587
22,3,Drama,21024
5.75,10,Drama,0
26,1,Adventure,67435
6.8,20,Comedy,0
15,1,Comedy,167
12.75,1,Drama,146
9,1,Action,25
1.8,1,Horror,177
2,1,Drama,38
10.6,1,Drama,5678
18.2,8,Drama,18827
6.6,10.5,Animation,18906
6.6,1,Comedy,0
1,1,Fantasy,138
18,3,Action,11666
17,20,Adventure,594
12,1,Action,49
16.2,20,Drama,135
6.8,1,Drama,1514
2.8,1,Horror,2211
5.6,20,Drama,22
4.8,3,Drama,0
19.6,1,Drama,3452
12.6,40,Fantasy,99
5.2,30,Action,43
9.6,3,Comedy,0
14.4,1,Drama,0
2.8,1,Drama,59
6.8,1,Comedy,0
1,1,Horror,78
7.2,1,Drama,917
3.2,1,Comedy,12398
12,2,Action,25933
14,1,Drama,0
12.6,1,Horror,11098
20,1,Comedy,110921
28,20,Adventure,50569
10.75,1,Drama,3980
6.25,1,Horror,164
8.8,2.75,Animation,0
8.8,1,Comedy,183
4.8,3,Drama,595
4.2,1,Comedy,0
9.8,20,Comedy,0
12.6,1,Drama,1069
1.25,3,Drama,4749
11.2,1,Drama,30
3.2,1,Comedy,0
19,1,Fantasy,45
20.6,3,Drama,112160
1,8,Horror,30
3.2,1,Comedy,0
6.2,1,Adventure,22
2.2,1,Comedy,0
5,1,Adventure,0
7.6,1,Comedy,25
6.8,1,Horror,108
12.25,3,Comedy,0
4.4,1,Comedy,21
6.4,1,Drama,0
5.2,3,Adventure,41
2.25,1,Comedy,0
8,1,Drama,123
8,1,Action,20
1.4,3,Horror,21
12.2,1,Drama,0
1.2,3,Drama,11483
6.2,1,Drama,161
1,1,Comedy,0
2.6,5,Horror,984
20,20,Comedy,423
6.6,1,Adventure,0
18,5,Drama,4673
8.8,20,Comedy,13350
12.6,3,Drama,37
3.2,5,Thriller,84
2.8,20,Comedy,0
5,1,Drama,247
1,1,Music,1279
8.6,3,Drama,80
6.8,1,Horror,58
1,2.4,Animation,30
1,1,Adventure,52
4.8,1,Drama,472
2.8,1,Animation,0
2.4,1,Drama,7875
11.2,3,Drama,88
6.4,5,Comedy,0
19,1,Adventure,30131
6.6,1,Adventure,0
5.75,1,Action,1481
6.4,1,Drama,35
1,1,Comedy,2115
5.4,1,Drama,269
4.6,1,Adventure,1511
1,1,Comedy,0
3,1,Drama,406
8.6,1,Adventure,0
2.8,1,Comedy,392
12.4,1,Comedy,3549
1.5,1,Drama,0
1,1,Animation,283
12.6,1,Horror,20246
20,8,Comedy,3773
18.2,1,Fantasy,18056
28,3,Horror,27516
4.2,1,Horror,101033
22.4,3,Drama,217642
22,1,Comedy,2851
5,1,Drama,14576
1.75,1,Adventure,70
26,1,Action,19362
3.25,1,Comedy,20
1.6,1,Drama,0
1.4,1,Comedy,0
22,1,Horror,26987
3,3,Drama,230
5.2,1,Adventure,2004
15,1,Comedy,0
16.2,1,Drama,2190
20,1,Comedy,33984
1.6,1,Action,0
2.6,1,Drama,64
1,1,Drama,775
1.2,5,Comedy,22
1.5,1,Drama,1856
1,1,Drama,345
2.6,5.5,Drama,0
4.3333,3,Adventure,33
8.2,1,Comedy,6053
10.6,30,Adventure,84
1.2,1,Fantasy,130
6.6,1,Action,0
5.6,1,Comedy,66
7,1,Drama,477
1,3,Adventure,0
3,1,Drama,134
3,1,Adventure,45
2.8,1,Comedy,363
10,10.5,Comedy,21
10.6,1,Comedy,20
19.6,8,Animation,267212
9.2,1,Drama,0
8.2,1,Drama,171
7.5,1,Fantasy,0
3.6,1,Drama,478719
2.4,1,Fantasy,325
16.4,1,Adventure,1380
6.8,1,Drama,234
22,1,Action,19465
11,1,Drama,0
15,5,Adventure,49991
26,1,Fantasy,2055
8.6,1,Drama,0
14,3,Drama,85
1.6,3,Animation,83
22,20,Action,14658
5.75,3,Drama,24
12.4,1,Drama,53
18.4,1,Fantasy,410
5,1,Drama,0
2.8,3,Adventure,0
2.2,8,Drama,17034
8,1,Drama,0
8.4,3,Drama,1173
2.6,1,Drama,0
22,1,Drama,21
12.6,8,Drama,521
7.6667,3,Drama,1125
22,1,Adventure,19111
8.6,1,Comedy,93
6.6,3,Action,4443
22,20,Drama,3933
3.6,1,Comedy,0
3.4,1,Adventure,3148
16.6,1,Comedy,116
16.2,1,Drama,114
4.8,1,Drama,444
13,3,Comedy,16751
3.6,1,Drama,180
3,1,Drama,29
23,3,Drama,53
2,1,Comedy,920
7.4,1,Drama,319
20.8,1,Comedy,50
14.4,10,Drama,34
1,3,Drama,835
10,1,Action,0
3.25,1,Drama,1012
16,8,Horror,136648
4.8,1,Drama,96
15,1,Drama,34
1.3333,1,Documentary,0
3.4,1,Action,0
5.75,3,Drama,42
9,1,Drama,50
16.2,1,Drama,44
1.2,1,Drama,132
15,1,Drama,112
1,1,Drama,95747
1,1,Drama,75000
12.6,1,Drama,604
18,1,Fantasy,27
4.8,1,Adventure,0
8.8,1,Drama,0
5,8,Horror,12031
5,1,Comedy,2024
1,3,Comedy,298
10.4,1,Adventure,0
5,1,Documentary,290
7,1,Fantasy,67
3,1,Drama,0
24,3,Drama,2953
12.4,1,Action,28
3.4,3,Comedy,0
5.2,1,Comedy,421
1.6,1,Documentary,96
14.4,20,Drama,0
10.2,1,Drama,0
6.8,1,Adventure,603
8.25,1,Drama,0
26,20,Adventure,3830
5.75,1,Comedy,298
6.6,1,Action,0
6.75,1,Drama,10188
13.4,1,Drama,104
10.5,8,Comedy,337512
4.6,20,Comedy,27
4.6,1,Adventure,0
7.2,1,Drama,0
5,1,Comedy,0
4,3,Drama,0
8.8,3,Comedy,67
1,1,Action,24
8.75,8,Drama,0
2.2,1,Comedy,0
6.8,1,Fantasy,31
4.8,3,Drama,135
16,1,Drama,23785
6.2,3,Drama,0
10.5,30,Documentary,6392
9.6,20,Drama,35
10.2,3,Drama,82
5.8,1,Action,66
19,1,Drama,5424
12.75,1,Comedy,127
16,3,Drama,144
14.6,1,Drama,2295
1,2,Drama,65
16.6,1,Comedy,284
12.4,1,Drama,0
5.4,1,Drama,40
21.25,1,Animation,51
13.6,1,Comedy,479
2.8,1,Adventure,393
4.6,20,Drama,102
22,3,Drama,211
7,1,Adventure,52
4.8,1,Drama,169
1,3,Documentary,2110
1,1,Fantasy,0
4.6,10,Drama,1401
25,20,Adventure,19892
20.2,1,Drama,594
6.4,1,Adventure,638
1,1,Comedy,0
4.2,1,Animation,350
7.4,20,Drama,148
1,1,Drama,93
7.4,1,Drama,0
1.2,1,Action,440
14.4,5,Action,2959
14,12.5,Animation,60573
16.2,1,Drama,782
14.2,30,Drama,10085
16,30,Drama,43658
20,5,Action,9128
13.6,1,Thriller,8240
12.2,1,Thriller,1767
12.2,1,Action,8356
4.8,7.3333,Animation,26103
8.6,20,Drama,71430
14,1,Horror,7880
26,1,Comedy,12820
12.2,1,Drama,9816
2.8,8,Drama,0
30,1,Drama,108571
22,3,Comedy,2865
14.6,30,Drama,17908
11.4,3,Horror,82588
20.2,1,Drama,54171
22,8,Adventure,13422
8.25,1,Fantasy,0
13.8,3,Comedy,1686
21.8,1,Fantasy,3963
19,5,Adventure,32522
14,3,Adventure,11790
6.2,1,Comedy,2375
18,15.5,Fantasy,5043
6.8,10,Drama,51
1,1,Documentary,126924
3.3333,1,Drama,2319
28,40,Drama,34453
18.4,1,Action,45646
3.2,1,Horror,385
10.4,1,Action,161
4.8,8,Thriller,84
14,1,Drama,3477
16,3,Fantasy,12159
13.2,1,Horror,7315
3.2,5,Horror,91
1.25,1,Documentary,45
3,1,Adventure,36
7,5,Drama,861
6.6,1,Comedy,42
23,30,Action,112131
13.2,1,Fantasy,26381
22.2,1,Drama,9613
1,1,Drama,29
4.6,1,Thriller,64
1.4,1,Drama,219
2.4,1,Action,0
17.2,1,Drama,285
5.75,1,Comedy,0
16,30,Fantasy,32270
10.2,1,Adventure,207
14.4,1,Comedy,7006
11.6,3,Action,598
5.5,1,Horror,47
17.2,20,Action,4298
20,1,Adventure,5060
1.4,1,Horror,17356
20.2,1,Drama,24421
1.25,3,Adventure,0
12.4,40,Adventure,26
1,1,Comedy,0
1.5,1,Fantasy,0
5.75,3,Adventure,49
23.3333,1,Drama,730
7.5,1,Drama,354
1.8,1,Horror,937
4.8,1,Comedy,484
10.75,20,Adventure,1391
22,3,Adventure,75400
5.6,20,Fantasy,0
1,1,Drama,2662
1,20,Horror,24
1,1,Drama,0
14.4,3,Comedy,29
3,1,Comedy,0
10.75,1,Drama,0
2.6,1,Fantasy,770
14.6,1,Adventure,441
8.6,1,Horror,65
7,5,Horror,0
12.2,3,Comedy,23
6,1,Drama,238
1,10,Documentary,192
24,1,Drama,889
7.75,8,Horror,737
3,5,Drama,0
8.25,20,Drama,200
2,3,Documentary,47
13.8,20,Drama,668
8.2,1,Action,0
14.6,1,Animation,164381
11.2,1,Drama,3843
11,10.5,Comedy,0
1.8,1,Adventure,86
3,10,Drama,59
2.8,5,Horror,750
20,1,Drama,23
4,3,Fantasy,7104
1.75,1,Horror,46
10,20,Comedy,0
16.4,1,Adventure,5850
14.6,10,Fantasy,121127
40,20,Adventure,231795
12.2,1,Comedy,5850
8.8,10,Drama,16689
1.25,1,Drama,90
11.8,1,Action,0
4.8,1,Comedy,0
12.4,1,Drama,420
8.6,1,Comedy,40
1.4,8,Drama,856
1,20,Drama,2752
2.8,1,Animation,29
14.4,3,Drama,62880
1,1,Comedy,0
7.6667,3,Adventure,499
11.8,1,Adventure,48
4.6,1,Thriller,38
3.6,1,Horror,94
8.8,20,Comedy,0
1,1,Adventure,49
6.4,1,Drama,180
14.4,1,Fantasy,48
19.2,3,Drama,51230
5.8,1,Action,1221
7,1,Fantasy,0
15.25,1,Adventure,0
2.8,1,Comedy,0
3,3,Drama,36
2.2,1,Action,0
8.8,3,Adventure,44
4.6,3,Drama,0
3.25,1,Horror,300
5.6667,1,Animation,0
5.75,3,Horror,313
1,1,Horror,401
10.4,5,Comedy,531
5,20,Adventure,150
8.8,1,Drama,31
8.6,1,Documentary,1725
10.6,30,Documentary,605
1,1,Romance,266
4.6,8,Adventure,0
1,1,Drama,0
2.8,1,?,0
6,1,Horror,5374
9.4,1,Adventure,189
2.8,1,Horror,75
3.6,3,Action,0
14.2,20,Comedy,631
8.8,1,Drama,9379
16.2,3,Drama,1964
18,1,Comedy,0
13.2,1,Drama,9283
8.8,1,Comedy,0
7,1,Drama,1305
16.2,1,Comedy,46843
16.2,3,Drama,10130
1,1,Fantasy,0
2.8,1,Action,47
7.4,8,Drama,0
4.4,1,Drama,74
20,1,Drama,0
1,1,Adventure,3546
7.6,1,Comedy,0
3.75,5,Drama,3160
2.4,1,Drama,38550
6,20,Drama,0
4.8,3,Horror,0
8.6,1,Drama,24
1.2,8,Drama,36
1,3,Drama,9194
16,5,Drama,0
2.6,1,Drama,250
1.5,1,Drama,45
14.2,1,Drama,79
7.6,3,Horror,54
23,1,Drama,96
15.2,20,Drama,79
20,1,Drama,0
18.2,1,Drama,4465
2.75,3,Drama,16585
22.2,1,Drama,0
12.2,3,Comedy,7793
11.25,1,Comedy,0
2,1,Horror,51
7,1,Adventure,29
6.8,8,Drama,63
14.2,1,Drama,4583
7,20,Drama,22597
2,3,Fantasy,347
3.4,3,Adventure,26
7,1,Drama,307
4.8,5,Action,0
14.2,1,Drama,10520
1,1,Adventure,941
3.2,5,Adventure,308
3,1,Comedy,0
14.6,1,Drama,0
12.4,3,Drama,912
8.4,1,Drama,70
1.4,3,Comedy,46
16.2,10,Drama,1306
9.2,1,Drama,42
1,20,Horror,42
8.6,5,Horror,32
14.2,20,Drama,52
2,1,Drama,67
1,1,Drama,263
15.25,1,Comedy,108
8.6,1,Drama,28
12.2,1,Drama,37
4.5,3,Adventure,65
12.6,1,Drama,555
7.4,5,Action,0
2.8,5,Drama,0
3.2,1,Comedy,0
11.25,3,Drama,47450
14.4,1,Action,7239
22,20,Drama,4749
6,1,Comedy,0
8.6,1,Drama,93
12.8,8,Adventure,9483
7,1,Action,0
5.5,3,Fantasy,0
4.8,3,Drama,1464
6.8,1,Drama,53
9,5,Drama,38
5.4,20,Comedy,0
14.4,20,Drama,62
1,1,Documentary,398
24,30,Drama,214
18,1,Drama,71
15.4,1,Drama,75
10,1,Comedy,634
5.2,3,Adventure,117
8.6,5,Horror,3406
3.2,1,Comedy,31
6.6,1,Drama,2049
4.25,3,Drama,396
19,1,Drama,175
10.8,1,Action,0
12.4,1,Drama,3389
3.25,30,Comedy,100
6.8,1,Drama,91
6.4,1,Drama,133
8.8,1,Drama,1117
1,1,Drama,400
8.8,1,Drama,25
7.2,3,Adventure,0
8.6,1,Drama,377
14,1,Comedy,2643
3.6,5,Drama,0
28,8,Adventure,34100
12.4,1,Comedy,158
3,1,Drama,1362
4.8,1,Drama,44
1,1,Drama,1115
5.2,8,Horror,0
3.5,1,Drama,321
5,1,Adventure,0
26,30,Adventure,546204
2.75,1,Horror,33
5,1,Horror,25
2,1,Horror,365
4.6,1,Western,34
1,1,Documentary,207
3.4,1,Comedy,22
18.2,1,Drama,29
5.75,3,Action,89
1.8,8,Drama,600
1.6,1,Drama,0
22,1,Adventure,0
1,1,Drama,161
1,3,Drama,50
2.4,3,Drama,0
16.4,1,Drama,2280
10.6,1,Action,9891
16.4,1,Action,74066
28.2,40,Adventure,84461
9,1,Drama,8026
34,20,Action,6815
20.2,3,Action,60624
14.4,1,Drama,1978
20,20,Drama,22832
24.6,1,Drama,10891
12.4,1,Action,0
9,1,Drama,0
6.8,2,Drama,401
7.6,1,Horror,0
1,1,'Science Fiction',0
6.6,1,Adventure,30
3.4,3,Action,14660
7.3333,1,Drama,107
1.8,1,Drama,0
1,1,Adventure,589
4.8,3,Drama,54
12.75,1,Drama,1519
3,1,Fantasy,84
12.2,1,Drama,3410
2.6,1,Drama,197
22,1,Drama,2764
6,3,Drama,0
6.4,1,Fantasy,0
8.6,1,Comedy,0
26,30,Comedy,0
1,1,Horror,85
14.2,1,Drama,326208
19.6,1,Drama,1519
25,1,Drama,27348
5.2,5,Drama,0
1.8,1,Horror,1311
3.8,1,Drama,0
22,3,Drama,94
3,1,Comedy,0
12.8,1,Horror,10333
14,20,Drama,0
5.4,1,Drama,410
7.6,1,Drama,103
1,1,Horror,22
1.4,5,Fantasy,71
12.6,1,Adventure,1672
1,5,Drama,2016
1,3,Action,0
4.8,1,Drama,0
14.2,1,Drama,29
1.2,1,Animation,71396
9,3,Drama,0
13.8,1,Drama,28
3,1,Documentary,69
6,5,Fantasy,66
1.25,1,Horror,0
8.4,1,Horror,0
18.2,1,Action,0
10.4,3,Drama,0
10.8,1,Horror,97
16.2,1,Drama,88
9.4,20,Drama,146
10.4,1,Drama,231
8.5,1,Drama,145
1,1,Fantasy,292
6.6,1,Drama,0
8.4,3,Drama,37
1,1,Animation,194
12.2,1,Drama,0
5.75,5,Drama,0
3.25,20,Drama,80
2.8,1,?,0
3.25,10,Horror,0
2.2,8,Horror,19
17.6,1,Horror,7690
1,1,Drama,142
5.4,3,Action,0
4.75,3,Action,0
10.4,1,Action,0
6.4,1,Comedy,0
8.4,1,Adventure,57
13.6,1,Drama,22
6.3333,1,Drama,0
5.6,8,Drama,174
1.2,1,Drama,0
4,3,Horror,0
6.6,3,Fantasy,159
7,20,Drama,98
8.8,1,Drama,22051
4.6,3,Drama,0
10.5,1,Drama,0
7.4,1,Action,157
3.2,1,Drama,1826
8.4,1,Drama,122
8.4,1,Drama,0
3.2,1,Drama,30563
20,1,Drama,1592
5.8,1,Drama,494
6.6,1,Thriller,0
24.4,1,Drama,2348
5.8,1,Horror,0
1,3,Drama,0
1.8,20,Horror,6173
16.6,1,Drama,32
10.2,3,Comedy,0
1.25,1,Animation,0
9.4,1,Drama,144049
1,1,Adventure,182
6.6,1,Horror,0
3,1,Animation,612
9.4,1,Drama,25
1.4,1,Adventure,23
1.2,1,Action,0
12.4,1,Drama,139
8.25,1,Drama,838
5.8,1,Drama,197
13.4,1,Action,60
20.2,5,Drama,155
16,1,Drama,3774
14.2,1,Fantasy,40265
18.4,3,Drama,32
1,1,Drama,2163
1.3333,1,?,0
4,1,Comedy,0
10.5,1,Drama,48
5.6,8,Drama,0
7,1,Comedy,53
1.4,1,Action,4040
3.2,1,Drama,3553
7,1,Drama,18
1,1,Documentary,323
1,1,Comedy,19
12.6,3,Fantasy,0
4.6,30,Drama,62
3,1,Comedy,0
5,1,Action,0
1,1,Drama,48
2,1,Drama,0
1,1,Adventure,709
4,20,Drama,2250
1.2,1,Drama,1618
6.8,3,Action,0
7.6667,1,Drama,0
15,1,Drama,129
10.2,1,Comedy,355
1,1,Fantasy,54
24,1,Action,88
13,10,Drama,64
12.2,20,Drama,37
12.4,3,Drama,24
15,1,Thriller,0
12.8,3,Comedy,0
10.6,1,Drama,40
2.8,1,Action,0
10.25,1,Drama,70
10.4,3,Adventure,0
11.6,1,Comedy,32
8.8,3,Thriller,118
12.6,1,Drama,1820
26,3,Action,14160
1.2,20,'Science Fiction',26
6.6,3,Horror,41
10.4,20,Drama,0
7.6,1,Horror,67
9,1,Adventure,0
9,1,Drama,0
16.4,3,Drama,856
1.8,3,Drama,518
20.5,20,Drama,486
7,1,Drama,22
5.2,8,Drama,132
6.6,1,Action,0
3.25,3,Action,0
5,1,Adventure,0
11.8,20,Action,0
7.4,1,Horror,28
1.8,1,Drama,0
16.4,1,Drama,546
1.5,1,Comedy,59
9.2,1,Drama,43
1.25,1,Fantasy,0
16.2,1,Drama,39
5,1,Western,300
7.8,3,Drama,112
