@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-7'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute box_office numeric

@data
4.8,1,Comedy,28881266
5.75,1,Drama,7338987
13.4,30,Drama,24475416
27.5,1,Drama,16991902
11.8,1,Drama,7770731
16.6,1,Drama,442965
8.2,10,Horror,16554699
16,8,Horror,8059140
4.8,20,Comedy,31063038
18,20,Drama,2689068
10.6,1,Comedy,13035599
1,1,Drama,13200000
24,5,Fantasy,102223269
20,1,Drama,13204291
28,3,Comedy,10848783
30,6.2,Drama,8049666
10.5,25,Drama,31430334
2.8,1,Drama,2270658
9,1,Adventure,80936232
8.6,1,Horror,605562
1,5.5,Adventure,133949270
1,4.5,Adventure,28023563
12.8,2,Adventure,13596911
6.4,1,Comedy,28215453
20,5,Drama,2642983
19.6,3,Drama,74608570
17.6,1,Comedy,70442940
8.6,1,Drama,51249404
14,1,Drama,4000000
18.6,1,Comedy,6808550
14.6,1,Drama,55089
12,1,Comedy,14822346
10.4,1,Drama,741394
14.4,1,Comedy,12416686
3.4,20,Horror,14481606
9.2,1,Action,4192440
24,30,Drama,20211394
6.8,20,Comedy,15543000
4.6,1,Drama,251495
10.4,1,Adventure,358574
14.2,1,Adventure,14375181
4,3,Action,66132626
6.8,1,Adventure,14717854
7.2,1,Drama,2503829
6.6,20,Adventure,11949484
7,8,Action,6488144
8.6,20,Action,4662137
16.2,1,Drama,5926128
8.6,20,Comedy,10600497
14.2,1,Music,34742066
6.75,1,Adventure,10755447
21,5,Thriller,21384035
16.2,1,Comedy,16930185
8,1,Comedy,13145977
10,20,Comedy,598645
6.8,1,Drama,14681661
1.25,3,Comedy,745327
20,1,Animation,39300000
24,8,Drama,985117
10.8,1,Adventure,38105395
11.2,1,Drama,10569964
4.25,1,Documentary,1431623
10.4,1,Drama,240476
8.6,5,Drama,31623833
7.6,1,Adventure,8900000
8,1,Drama,6659377
18.8,1,Drama,17741298
4.8,8,Horror,5364858
26,5,Action,178066569
19,1,Action,85416905
12.8,20,Adventure,309979994
10.8,1,Action,10089373
1,4.6667,Horror,249905
5,20,Adventure,2850263
16.6,1,Drama,17500000
8.8,1,Drama,458232
12.75,3,Drama,622806
16.2,1,Drama,44852
20.2,1,Drama,16174377
12.4,1,Drama,17286299
3,1,Drama,3090862
6.6,8,Drama,64783827
6.4,1,Drama,1829917
1.2,3,Comedy,7778177
25,1,Drama,31148328
3,1,Action,14356479
11,1,Action,2275557
2,8,Adventure,11137801
8,3,Comedy,834457
20,8,Comedy,8768
18,5,Comedy,3091922
34,1,Drama,908847
24,30,Action,185258983
6.8,1,Action,42487390
1.4,1,Drama,165000
18,1,Adventure,1296184
12.6,1,Drama,6819587
15,1,Drama,143451
10.5,5,Drama,36448200
16.2,1,Horror,91379051
1.8,1,Horror,124191
8.25,30,Drama,269958228
18.2,1,Fantasy,32710894
24,1,Drama,346592
1,3,Fantasy,3786801
22,1,Drama,1196307
12.4,1,Adventure,2033165
6.8,20,Comedy,6870249
20.2,1,Comedy,33472850
24,30,Drama,17496992
20.2,1,Drama,27640028
13,1,Action,8000000
10.4,20,Drama,23530831
13.2,10,Action,194287
1,3,Drama,10785801
12.2,8,Adventure,43493123
3.2,3,Comedy,3685862
12.4,1,Comedy,34252847
12.2,1,Comedy,27092880
10.5,8,Adventure,3237520
1.3333,1,Documentary,7700000
1,1,Documentary,274661
1,1,Crime,201275
7.75,20,Documentary,238073
14.2,1,Drama,18591272
10.6,5,Comedy,18750246
3.2,20,Drama,6584159
14.4,3,Comedy,27645491
9.2,5,Animation,23833131
17.2,1,Adventure,108979549
26,5,Drama,73174566
16.8,1,Comedy,22707064
20,1,Drama,7400000
2.4,1,Action,10229331
1,1,Adventure,1691706
24,8,Drama,61255921
1.25,3,Drama,33053559
8.6,30,Drama,23367586
15,1,Drama,1260761
20.2,20,Thriller,356613439
22,1,Action,45465299
2.5,1,Animation,4496912
11,1,Action,22211426
6.6,1,Drama,5151936
4.4,1,Horror,7766240
18.2,30,Adventure,385680446
10.4,3,Comedy,16980098
14.6,1,Fantasy,36699403
13.2,1,Thriller,14373825
4.8,1,Comedy,245000
8.6,3,Drama,43650785
5.2,1,Comedy,68397662
10.4,1,Action,23321954
20,1,Action,13678913
12.8,1,Drama,57588485
10.4,1,Comedy,72028752
26,1,Fantasy,20380
4.8,1,Drama,38135878
30,1,Documentary,1678874
2.6,3,Fantasy,3769990
16.5,1,Horror,3983997
16.2,3,Horror,72436439
14.6,3,Adventure,18755936
12,3,Drama,109130
15.6,1,Adventure,948753
22.4,1,Drama,22433915
20,20,Drama,2944752
5.75,5,Horror,12000000
18.2,5,Adventure,25195000
26,1,Drama,343816
16.4,1,Comedy,36620508
6.6,20,Adventure,12729917
12.2,1,Adventure,17869048
7,20,Adventure,41675194
1.4,1,Comedy,3478368
5.5,1,Drama,9190819
14.6,8,Drama,31055440
17.4,1,Documentary,307811
2.4,8,Adventure,2725258
9.8,20,Drama,14812000
1,1,Drama,1500000
1,4.5,Animation,5300000
10.4,1,Drama,7000000
3,1,Drama,95461682
5,1,Comedy,10297601
12.2,1,Drama,16158487
2.8,1,Comedy,8000000
13.5,3,Drama,276891
21.6,1,Comedy,147880543
8.2,20,Drama,560069
2.4,1,Thriller,1916745
7,30,Fantasy,47301471
10.4,20,Drama,36611610
14.8,1,Animation,103951461
8.8,3,Comedy,1914166
14.4,1,Drama,12396383
8.8,1,Comedy,22433275
10.4,30,Drama,2347000
6.25,1,Comedy,2
8.4,3,Drama,18948425
3.8,1,Drama,68392977
6.6,20,Adventure,23717291
11.2,1,Adventure,9697739
10.2,1,Adventure,84500122
14.8,20,Horror,76514050
12,1,Drama,1107542
37.6,30,Drama,363164265
3.75,1,Action,14109284
26,20,Action,25739015
20.6,1,Adventure,155446362
6.8,1,Horror,40855419
18.2,20,Drama,51155219
1.8,3,Drama,378667
8.4,1,Drama,2300000
22,1,Drama,558000
16.6,1,Comedy,69497
22.6,1,Adventure,106303988
8.25,3,Drama,2015882
1,1,Drama,251775
1,8,Drama,861789
8.4,1,Fantasy,7202
24,30,Drama,152000000
9.2,1,Adventure,2807854
14,1,Drama,153155
3.75,20,Western,5400000
12.2,1,Drama,8380329
17,1,Drama,52277485
17,1,Action,10166502
8,3,Drama,37170057
1.2,1,Adventure,25754284
5.2,3,Drama,22000000
24,1,Drama,2000000
1.5,8,Adventure,39103425
8.8,1,Fantasy,7000000
16.2,1,Adventure,25482931
5,1,Drama,21170563
1.8,30,Documentary,321952
12.6,1,Drama,35078241
8.4,1,Drama,50007546
16,30,Drama,3830137
5.2,1,Drama,11000000
17.6,1,Drama,2899975
2.75,1,Comedy,6230276
28,20,Comedy,2945242
18.6,1,Drama,4040588
4.6,1,Comedy,32
11,30,Horror,22217407
18,1,Adventure,5231128
10.8,1,Drama,21000000
3,1,Comedy,7027290
3.6,1,Drama,14867514
7,8,Comedy,33208099
12.25,10,Drama,1400000
1,3,Action,34786960
14.4,30,Drama,30226144
5.5,1,History,2957978
15.8,1,Drama,414404
20.2,1,Drama,21
1,1,Adventure,300000
2.8,1,Fantasy,3800000
5.5,1,Drama,76000000
6,8,Drama,20000000
4.6,1,Adventure,13000000
1,1,Drama,24000000
10.6,1,Drama,2062066
14.2,1,Fantasy,12506188
12.5,1,Horror,2626800
1.8,8,Thriller,553198
9.4,3,Comedy,18197398
1.2,1,Drama,3800000
18,20,Adventure,735099082
22,20,Adventure,769653595
5,1,Drama,19300000
11,1,Drama,12762
22,1,Adventure,19478106
16,1,Comedy,36351350
24.4,1,Drama,28780255
6.4,1,Drama,75
11.4,8,Fantasy,23006849
4.6,1,Drama,46396427
6.8,20,Adventure,69425966
10.4,1,Comedy,6575282
1.2,5.5,Drama,3752325
7,1,Fantasy,4352094
18.4,1,Fantasy,14110589
6.6,1,Fantasy,30000000
17.2,8,Drama,15645616
16.2,1,Drama,41624046
20.6,1,Drama,113783
11.2,1,Documentary,500000
1.5,1,Documentary,7830611
1,1,Documentary,1750211
1,1,Drama,9495408
12.2,1,Adventure,16000000
14.2,3,Drama,7266383
12,1,Drama,64445708
12.4,20,Adventure,3
24,1,Comedy,244082376
18.6,1,Drama,5741608
9.4,1,Drama,9793496
18.2,1,Drama,84375061
2.4,10,Drama,424760
23.6,1,Drama,204660
8.25,1,Adventure,7000000
5.8,1,Horror,188126
24.2,3,Drama,50907234
10.4,1,Adventure,22518097
10.4,1,Action,39673161
7.2,8,Adventure,34368475
12.2,1,Comedy,14782676
3.4,1,Comedy,13000000
10.4,1,Adventure,15704614
4.8,3,Action,45000000
1.2,1,Drama,4851244
5.6,3,Drama,17000000
8.4,1,Action,10337477
20.4,5,Drama,5285197
11.4,3,Drama,5790448
10.4,1,Adventure,149281606
4.6,1,Drama,43051547
19,1,Adventure,26288320
10.8,1,Action,38804615
8.4,1,Comedy,4350774
11,1,Drama,22593409
8,1,Drama,8000000
20.4,30,Comedy,13196245
1,3,Drama,33456317
15.8,3,Drama,8674093
19.6,1,Fantasy,27388767
13.25,1,Animation,100491683
1.8,1,Horror,1984662
2.8,1,Horror,4910682
5,1,'Science Fiction',11000000
22.2,10,Drama,96105964
8,3,Comedy,4215859
1,1,Drama,11100000
10.8,20,Action,11715321
16,8,Drama,239894
10.8,1,Adventure,2300000
4.6,1,Fantasy,866999
12.75,1,Action,460978
6.4,1,Drama,22750363
10.8,1,Comedy,29010817
6.8,1,Drama,3788000
8.6,1,Adventure,183293131
18.2,5,Drama,20416563
18.2,1,Drama,7292175
6.6,2.3333,Animation,6700000
6.6,2,Animation,7900000
1,8,Animation,3800000
1.2,20,Adventure,28283637
10.2,1,Comedy,35150960
2.8,3,Drama,2025032
2.75,1,Drama,105656
13.8,1,Drama,473993
16.2,20,Drama,75597042
10.4,1,Action,8642858
14.2,1,Drama,186702
3.8,8,Drama,35610100
7.4,20,Comedy,35114428
20.2,1,Drama,14715067
12,1,Adventure,34562222
6.8,20,Drama,12000000
5.4,20,History,15795189
12.2,1,Drama,27728118
8,1,Comedy,102000000
8.8,20,Comedy,21095683
11.2,20,Action,8089290
10.4,3,Drama,1200398
6.75,5,Comedy,8692426
3,1,Drama,4099000
12.2,8,Drama,21888598
2.25,1,Action,163000
4.8,1,Adventure,3669465
1,1,Drama,399
2.8,1,Drama,500000
8.4,5,Drama,5542025
2,1,Drama,83304330
1.4,1,Animation,21000000
8,1,Drama,17689177
14.4,3,Drama,153205
5.6,1,Adventure,20000000
10.4,1,Adventure,16393000
5,1,Drama,322975
14.6,1,Animation,124596398
2.6667,1,Fantasy,345000
11.2,1,Comedy,12
14,1,Drama,22034832
6.8,1,Drama,12232628
14,20,Drama,1293976
22,10,Adventure,302469017
14.2,1,Adventure,135680000
9,1,Western,6330000
10.4,1,Drama,524668
14.2,1,Action,4529843
10.8,3,Drama,3184348
8.2,4.5,Adventure,5617391
10.8,1,Drama,2826523
18.6,1,Comedy,37095657
18.2,1,Comedy,165888
1,1,Drama,33579813
7.2,1,Drama,13391174
10.6,1,Drama,22136
13.2,1,Drama,9576495
6.6,20,Adventure,38793283
1.25,1,Fantasy,760883
14.2,1,Drama,25605015
1.2,3,Action,12671300
12.2,1,Thriller,10219460
16,20,Adventure,12398628
11.6,1,Adventure,10959475
1,8,Documentary,22800000
15,3,Action,34560577
3,1,Drama,4574762
3.5,1,Action,5678950
7,3,Drama,286214286
6.6,7.3333,Animation,223839
3,1,Adventure,793775
18.2,7.3333,Fantasy,13670688
8.75,1,Drama,18553948
3,30,Comedy,23686027
3.2,1,Drama,3020784
3.8,1,Drama,3106835
2.8,1,Horror,7282851
20,1,Comedy,75871032
5.6,3,Drama,56299
12.8,20,Drama,2506446
13.6,1,Comedy,73034460
10.4,1,Comedy,14643997
13,1,Drama,8888143
6.8,1,Horror,54947
4.8,1,Drama,9090
10,10.5,Adventure,16627188
24,1,Drama,6852450
13.6,1,Adventure,12764201
5.2,1,Comedy,17953778
1,1,Action,3923970
13.8,18.75,Fantasy,29450919
6.6,1,Action,8786375
11.8,1,Drama,11400000
3.25,1,Adventure,522911
15.2,1,Comedy,92380927
7.75,1,Adventure,22812411
6.6,3,Drama,741766
9.2,3,Drama,121059225
10.25,20,Drama,5738952
7.6,30,Drama,10600000
12.6,1,Drama,1410778
7.2,1,Comedy,25196249
13.6,1,Drama,25900
10.4,20,Comedy,48000
4.6,1,Drama,850575
1.5,3,Drama,11000000
11.2,1,Drama,104345682
3.2,1,Horror,1479042
13.2,30,Drama,15431177
2,1,Drama,3225000
24,15.5,Adventure,381509870
1,1,Documentary,5471376
20.6,1,Comedy,14793624
4.25,3,Drama,2955039
3.25,8,Adventure,7500000
22,1,Drama,1037335
5.2,20,Drama,57041866
11.4,1,Comedy,91258000
3,1,Drama,14000000
1.5,3,Comedy,7888102
9.6,20,Drama,19724334
14.6,1,Drama,973525
11.8,1,Drama,16605763
4.8,1,Comedy,10013424
16.4,1,Drama,83398
6,1,Animation,45554533
4.2,1,Drama,2043704
2.6667,1,Fantasy,22471595
13,20,Drama,90508336
12,1,Comedy,11341016
16.6,1,Drama,333912
6.6,1,Adventure,42000000
1,1,Drama,140666
6.6,1,Drama,819939
17.75,1,Drama,3728888
10.8,20,Fantasy,731753
2.2,1,Drama,220151
6.75,20,Drama,57059003
14.2,20,Action,5476060
9.4,1,Adventure,391410
20,1,Documentary,13630720
3.75,1,Drama,6000000
14.4,1,Drama,30036000
3.75,1,Drama,31000000
7,1,'Science Fiction',14000
1.25,3,Comedy,10000000
4.2,2,Adventure,35348597
2.4,1,Action,3283371
22.5,1,Drama,44872
7.6,8,Action,8685526
4.8,1,Drama,9600000
4.6,20,Adventure,6600000
8.25,1,Fantasy,9216
1,1,Fantasy,8890685
2.4,1,Drama,3000000
4.8,1,Action,666045
5.6,1,Adventure,27187653
1.8,1,Drama,179943
1,1,Horror,2760000
1.25,20,Horror,8000000
11.4,1,Drama,3099497
24,8,Drama,10719357
17.6,1,Drama,16559
1,1,Comedy,5010362
1,8,Fantasy,2000000
8.4,1,Drama,60000000
1,1,Documentary,302179
12.5,1,Drama,12923936
4,1,Adventure,9000000
4.8,3,Drama,42160849
12.4,1,Drama,382267
4.25,1,Drama,26386000
8.2,1,Action,17768900
8.8,1,Drama,7206220
14.4,1,Drama,143597
9.4,1,Drama,20146880
8.8,1,Comedy,1980338
3.2,1,Drama,25059640
17.8,1,Drama,29381649
10.8,3,Drama,34573780
1.4,3,Horror,66456
15,1,Comedy,4398989
7.4,3,Action,78000000
10.4,1,Drama,9
1,1,Fantasy,9000000
25.6,1,Drama,9902115
4.2,1,Drama,21800302
1.5,1,Horror,12534817
3.2,1,'Science Fiction',7840873
13.6,20,Drama,4762337
16.2,1,Drama,900689
6.8,8,Fantasy,21028755
6.25,1,Horror,14000000
17.6,1,Drama,38290723
22,20,Adventure,38869464
8.6,3,Fantasy,35000000
7.2,8,Drama,29174648
10.6,1,Action,500154
12.8,8,Adventure,103
7.2,1,Drama,10000000
1,1,Drama,23300000
6.25,15.5,Adventure,8936663
10.4,1,Drama,8895428
7,3,Drama,8041049
22,1,Action,13260050
18.2,1,Comedy,27500000
10.4,3,Drama,14879423
6.6,3,Drama,7096000
1.6,3,Adventure,927704
7,1,Fantasy,14056528
2.8,1,Drama,16361885
4.8,1,Drama,21300000
16.2,1,Fantasy,100086793
20,8,Comedy,91636986
10.8,1,Comedy,21435321
12.2,1,Comedy,1117920
10.4,20,Drama,31609243
18.2,20,Comedy,60000000
2.75,1,Drama,9114702
7.4,1,Drama,25105517
2.8,8,Drama,5000000
1.8,1,Drama,530048
22,1,Animation,44091067
12.2,1,Adventure,5048693
19,1,Comedy,17164377
6.6,20,Thriller,21148829
4.2,1,Drama,54215416
18.4,5,Drama,163536
10.8,1,Drama,16872671
2.25,1,Fantasy,6723732
11.75,3,Adventure,4720371
3.5,1,Drama,1163450
4.2,2,Adventure,109862682
6.6,20,Drama,41939392
13.8,8,Comedy,13276953
5.75,1,Drama,31576
6.8,1,Drama,20138836
7.4,3,Drama,11837022
1.8,1,Adventure,47636016
9.2,20,Drama,67182787
12.6,1,Horror,185898
5.8,20,Drama,57231524
14.2,1,Comedy,14000000
3.25,1,Drama,69932387
5.5,1,Drama,37823676
1.6,30,Adventure,18172849
30,3,Adventure,104945765
22,30,Drama,319131050
7,8,Horror,90842646
26,1,Adventure,6101046
9.25,5,Drama,1214198
3.2,1,Comedy,13700000
3.4,3,Comedy,22642033
2.8,1,Fantasy,21834845
8.6,3,Comedy,569217
17.6,3,Drama,4856298
10.8,1,Action,38348988
9.6,1,Comedy,9346177
18.2,1,Drama,24007324
28,1,Action,87784194
10.4,3,Comedy,136267476
1.2,1,Animation,20
1,1,Drama,16136
4.8,1,Adventure,33082548
5.4,1,Comedy,28818995
4,8,Drama,2948386
6,1,Horror,364937
3,1,Adventure,22896728
8.8,3,Drama,712294
13.4,1,Comedy,8
18,3,Drama,46905889
21,1,Adventure,61141030
14.8,3,Drama,271375
12.4,20,Adventure,17280326
5,1,Comedy,50504655
7.2,1,Adventure,70687344
17,1,Adventure,3102550
9,20,Drama,55184721
14.6,1,Drama,637769
3.2,1,Comedy,26325256
1.8,1,Drama,253527
18,1,Drama,13290368
3.2,3,Adventure,37799643
7,1,Drama,4750000
3.25,1,Drama,921548
18.2,1,Comedy,265198
16.4,20,Drama,31720158
22.2,1,Drama,73830340
9.6,3,Adventure,32474120
17.4,8,Adventure,7230000
3.6,1,Drama,2556911
1.2,1,Music,36800000
16.4,20,Drama,27453418
10.4,1,Comedy,3960327
11.6,1,Adventure,38399961
1.8,8,Drama,13168027
15.6,1,Comedy,5
14.4,1,Adventure,9
9,1,Drama,9760104
22.2,1,Adventure,382174
10.6,1,Drama,33300000
5.75,1,Drama,9171289
7.8,1,Drama,16853487
10.4,1,Drama,2853801
1.2,1,Drama,12000000
15.75,1,Thriller,57138719
6.4,3,Adventure,14250000
12.2,3,Thriller,4100000
10.6,1,Western,8022000
3.5,1,Comedy,2020700
24,30,Adventure,371940071
11.6,1,Adventure,7690013
20.2,3,Drama,1143856
13.6667,20,Drama,791867
20,5,Adventure,62357900
6.2,20,Adventure,3956913
4.8,20,Action,210819611
1,1,Drama,16300000
5.75,20,Drama,1007962
8.8,30,Drama,26414658
8.4,1,Horror,87987055
3.25,1,Documentary,16946586
6.8,1,Documentary,87600000
18.8,1,Drama,13000000
7.2,1,Action,23978402
22,1,Adventure,35134820
4.8,1,Action,1907743
6.2,20,Adventure,2967668
12.4,3,Comedy,15368897
2,1,Music,11000000
9.4,8,Comedy,331816
8.4,1,Drama,32645546
3,1,Adventure,11000000
4.6,1,Drama,15
1.25,5,Drama,37402877
8.4,3,Comedy,1046166
5,1,Comedy,18599102
1.4,1,Drama,16815892
12.6,20,Animation,325233863
16.6,5,Romance,11567449
3.2,1,Horror,2260622
10.6,1,Adventure,7070330
24,3,Drama,5108820
14.4,1,Drama,102471
5,1,Horror,2983784
2.8,1,Fantasy,5873871
10.4,3,Drama,155545279
8.6,1,Drama,13446769
12.6,1,Drama,23042200
16.2,5,Adventure,68688831
7.2,1,Drama,95687
10.5,1,Comedy,151559
14.2,20,Drama,38702310
12.4,1,Drama,17233166
14.4,1,Comedy,69564
1,1,Drama,21665468
5,3,Drama,3
4.6,20,Drama,2835116
4.6,1,Drama,10018
10.6,3,Drama,1796389
20.6,20,Adventure,709827462
19.6,1,Drama,317375031
6.2,1,Fantasy,4122748
12.6,30,Drama,40382659
8.4,20,Drama,141864
22,3,Drama,27409889
5.75,10,Drama,1347988
26,1,Adventure,413106170
6.8,20,Comedy,6841570
15,1,Comedy,50892160
12.75,1,Drama,18532286
9,1,Action,7240837
1.8,1,Horror,14418922
2,1,Drama,12
10.6,1,Drama,1017401
18.2,8,Drama,150166126
6.6,10.5,Animation,20000000
6.6,1,Comedy,6132924
1,1,Fantasy,35000000
18,3,Action,40828540
17,20,Adventure,615752
12,1,Action,17193231
16.2,20,Drama,9488998
6.8,1,Drama,258263
2.8,1,Horror,23800000
5.6,20,Drama,7175592
4.8,3,Drama,5186646
19.6,1,Drama,2281089
12.6,40,Fantasy,27769
5.2,30,Action,4300000
9.6,3,Comedy,7355425
14.4,1,Drama,2000000
2.8,1,Drama,7800000
6.8,1,Comedy,20000000
1,1,Horror,480000
7.2,1,Drama,1667192
3.2,1,Comedy,55534455
12,2,Action,8359717
14,1,Drama,1237615
12.6,1,Horror,77527732
20,1,Comedy,459270619
28,20,Adventure,232713139
10.75,1,Drama,194720
6.25,1,Horror,143000
8.8,2.75,Animation,9317021
8.8,1,Comedy,3076820
4.8,3,Drama,13007551
4.2,1,Comedy,5405313
9.8,20,Comedy,19740070
12.6,1,Drama,1548955
1.25,3,Drama,10178331
11.2,1,Drama,31651
3.2,1,Comedy,23509382
19,1,Fantasy,38172500
20.6,3,Drama,36348784
1,8,Horror,43885000
3.2,1,Comedy,7100000
6.2,1,Adventure,8620678
2.2,1,Comedy,19104350
5,1,Adventure,3569939
7.6,1,Comedy,17343596
6.8,1,Horror,10000000
12.25,3,Comedy,24941969
4.4,1,Comedy,31179516
6.4,1,Drama,14904
5.2,3,Adventure,6698361
2.25,1,Comedy,1079726
8,1,Drama,32492674
8,1,Action,2345628
1.4,3,Horror,192816
12.2,1,Drama,4836637
1.2,3,Drama,763847
6.2,1,Drama,11582891
1,1,Comedy,8646157
2.6,5,Horror,5835247
20,20,Comedy,2735731
6.6,1,Adventure,300859
18,5,Drama,14899417
8.8,20,Comedy,35097815
12.6,3,Drama,17014653
3.2,5,Thriller,25205460
2.8,20,Comedy,24689703
5,1,Drama,161410
1,1,Music,119563
8.6,3,Drama,51684798
6.8,1,Horror,9229401
1,2.4,Animation,7
1,1,Adventure,1337274
4.8,1,Drama,10320000
2.8,1,Animation,44460850
2.4,1,Drama,752045
11.2,3,Drama,40716963
6.4,5,Comedy,29916207
19,1,Adventure,292817841
6.6,1,Adventure,28400000
5.75,1,Action,30585589
6.4,1,Drama,161000000
1,1,Comedy,162256
5.4,1,Drama,20794985
4.6,1,Adventure,8100000
1,1,Comedy,33759266
3,1,Drama,3500000
8.6,1,Adventure,20642922
2.8,1,Comedy,344
12.4,1,Comedy,6149791
1.5,1,Drama,1136883
1,1,Animation,18000000
12.6,1,Horror,20645327
20,8,Comedy,171844840
18.2,1,Fantasy,51416464
28,3,Horror,102391382
4.2,1,Horror,186167139
22.4,3,Drama,60722734
22,1,Comedy,12032983
5,1,Drama,32861136
1.75,1,Adventure,849915
26,1,Action,122444772
3.25,1,Comedy,2744253
1.6,1,Drama,8500000
1.4,1,Comedy,6600000
22,1,Horror,31556061
3,3,Drama,8500000
5.2,1,Adventure,9400000
15,1,Comedy,6413915
16.2,1,Drama,10827816
20,1,Comedy,108332743
1.6,1,Action,18000000
2.6,1,Drama,9510000
1,1,Drama,8312176
1.2,5,Comedy,2012927
1.5,1,Drama,39388
1,1,Drama,33700
2.6,5.5,Drama,250000
4.3333,3,Adventure,30955
8.2,1,Comedy,295750
10.6,30,Adventure,14200000
1.2,1,Fantasy,5935269
6.6,1,Action,21134374
5.6,1,Comedy,823258
7,1,Drama,20000000
1,3,Adventure,400000
3,1,Drama,36500000
3,1,Adventure,5923000
2.8,1,Comedy,2600000
10,10.5,Comedy,19184015
10.6,1,Comedy,3200000
19.6,8,Animation,543513985
9.2,1,Drama,31678778
8.2,1,Drama,89417
7.5,1,Fantasy,11657385
3.6,1,Drama,70000000
2.4,1,Fantasy,8862354
16.4,1,Adventure,16702864
6.8,1,Drama,7250000
22,1,Action,157107755
11,1,Drama,299261
15,5,Adventure,400062763
26,1,Fantasy,10539000
8.6,1,Drama,779137
14,3,Drama,13071518
1.6,3,Animation,1100000
22,20,Action,310669540
5.75,3,Drama,18130000
12.4,1,Drama,12372410
18.4,1,Fantasy,16324573
5,1,Drama,1008404
2.8,3,Adventure,2420917
2.2,8,Drama,7537453
8,1,Drama,20345361
8.4,3,Drama,23144499
2.6,1,Drama,12000000
22,1,Drama,8434146
12.6,8,Drama,4651977
7.6667,3,Drama,107559
22,1,Adventure,27635305
8.6,1,Comedy,2025238
6.6,3,Action,8096542
22,20,Drama,61458982
3.6,1,Comedy,8000000
3.4,1,Adventure,57881056
16.6,1,Comedy,40222729
16.2,1,Drama,19030691
4.8,1,Drama,837000
13,3,Comedy,205298907
3.6,1,Drama,5900000
3,1,Drama,56000
23,3,Drama,209151
2,1,Comedy,1051948
7.4,1,Drama,512451
20.8,1,Comedy,261603
14.4,10,Drama,1543112
1,3,Drama,167000
10,1,Action,1883811
3.25,1,Drama,5101756
16,8,Horror,41596251
4.8,1,Drama,13000000
15,1,Drama,20246790
1.3333,1,Documentary,52800000
3.4,1,Action,1500000
5.75,3,Drama,310724
9,1,Drama,2044892
16.2,1,Drama,19738015
1.2,1,Drama,11000000
15,1,Drama,65070412
1,1,Drama,900000
1,1,Drama,10652498
12.6,1,Drama,18653615
18,1,Fantasy,7399763
4.8,1,Adventure,20200000
8.8,1,Drama,5000000
5,8,Horror,114000000
5,1,Comedy,29326868
1,3,Comedy,72348
10.4,1,Adventure,882290
5,1,Documentary,7808524
7,1,Fantasy,48093211
3,1,Drama,14000000
24,3,Drama,2434658
12.4,1,Action,19905359
3.4,3,Comedy,101300000
5.2,1,Comedy,10224116
1.6,1,Documentary,19791
14.4,20,Drama,370668
10.2,1,Drama,4685097
6.8,1,Adventure,76447420
8.25,1,Drama,1589109
26,20,Adventure,5530764
5.75,1,Comedy,14054361
6.6,1,Action,16318124
6.75,1,Drama,2146621
13.4,1,Drama,2415396
10.5,8,Comedy,2692748
4.6,20,Comedy,53579269
4.6,1,Adventure,14134877
7.2,1,Drama,22482952
5,1,Comedy,10000000
4,3,Drama,3100000
8.8,3,Comedy,20060051
1,1,Action,49601
8.75,8,Drama,2300000
2.2,1,Comedy,17883410
6.8,1,Fantasy,5000000
4.8,3,Drama,10400000
16,1,Drama,2277396
6.2,3,Drama,20851521
10.5,30,Documentary,17436509
9.6,20,Drama,5000000
10.2,3,Drama,9243140
5.8,1,Action,11750000
19,1,Drama,9366227
12.75,1,Comedy,688510
16,3,Drama,777423
14.6,1,Drama,635096
1,2,Drama,8000000
16.6,1,Comedy,30238577
12.4,1,Drama,14011454
5.4,1,Drama,9250000
21.25,1,Animation,952820
13.6,1,Comedy,36450736
2.8,1,Adventure,32000000
4.6,20,Drama,11000000
22,3,Drama,39071603
7,1,Adventure,7788597
4.8,1,Drama,2270000
1,3,Documentary,1896244
1,1,Fantasy,160829
4.6,10,Drama,2000000
25,20,Adventure,47664559
20.2,1,Drama,317000
6.4,1,Adventure,3650000
1,1,Comedy,8533973
4.2,1,Animation,9771658
7.4,20,Drama,1744858
1,1,Drama,25
7.4,1,Drama,19131000
1.2,1,Action,134
14.4,5,Action,12206028
14,12.5,Animation,242988466
16.2,1,Drama,18253415
14.2,30,Drama,16633035
16,30,Drama,126690726
20,5,Action,10629321
13.6,1,Thriller,42333295
12.2,1,Thriller,33333531
12.2,1,Action,60462347
4.8,7.3333,Animation,41162041
8.6,20,Drama,309208309
14,1,Horror,67918658
26,1,Comedy,219103655
12.2,1,Drama,69055695
