@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_cn numeric

@data
34,1,Drama,7.2
24,30,Action,8
6.8,1,Action,5.9
1.4,1,Drama,6.9
18,1,Adventure,5.9
12.6,1,Drama,7.5
15,1,Drama,6.5
10.5,5,Drama,7.9
16.2,1,Horror,5.8
1.8,1,Horror,6
8.25,30,Drama,8.6
18.2,1,Fantasy,6.9
24,1,Drama,6.2
1,3,Fantasy,7.7
22,1,Drama,6.9
12.4,1,Adventure,5.2
6.8,20,Comedy,7.8
20.2,1,Comedy,5.9
24,30,Drama,6.7
20.2,1,Drama,6.1
13,1,Action,6.6
10.4,20,Drama,7.1
13.2,10,Action,6.1
1,3,Drama,7.7
12.2,8,Adventure,7.1
3.2,3,Comedy,0
12.4,1,Comedy,6.9
12.2,1,Comedy,6.8
10.5,8,Adventure,8.9
1.3333,1,Documentary,7.2
1,1,Documentary,7.4
1,1,Crime,8.1
7.75,20,Documentary,9
14.2,1,Drama,6.1
10.6,5,Comedy,7.4
3.2,20,Drama,7.4
14.4,3,Comedy,6.9
9.2,5,Animation,6.9
17.2,1,Adventure,6.9
26,5,Drama,6.5
16.8,1,Comedy,5.9
20,1,Drama,6.7
2.4,1,Action,7.7
1,1,Adventure,6.4
24,8,Drama,8.3
1.25,3,Drama,8.8
8.6,30,Drama,7.4
15,1,Drama,6.5
20.2,20,Thriller,7.2
22,1,Action,5.9
2.5,1,Animation,7.7
11,1,Action,6
6.6,1,Drama,6.5
4.4,1,Horror,6
18.2,30,Adventure,7.9
10.4,3,Comedy,5.9
14.6,1,Fantasy,6.2
13.2,1,Thriller,7.2
4.8,1,Comedy,5.6
8.6,3,Drama,6.3
5.2,1,Comedy,6.3
10.4,1,Action,7.3
20,1,Action,6.8
12.8,1,Drama,7.8
10.4,1,Comedy,7
26,1,Fantasy,6.4
4.8,1,Drama,7.6
30,1,Documentary,8
2.6,3,Fantasy,6.6
16.5,1,Horror,7.5
16.2,3,Horror,6.5
14.6,3,Adventure,6.4
12,3,Drama,7
15.6,1,Adventure,7.2
22.4,1,Drama,6.6
20,20,Drama,7.6
5.75,5,Horror,7.2
18.2,5,Adventure,5.9
26,1,Drama,7.7
16.4,1,Comedy,5.7
6.6,20,Adventure,7.2
12.2,1,Adventure,6.7
7,20,Adventure,0
1.4,1,Comedy,0
5.5,1,Drama,7.7
14.6,8,Drama,7.5
17.4,1,Documentary,7.9
2.4,8,Adventure,7.1
9.8,20,Drama,0
1,1,Drama,0
1,4.5,Animation,5
10.4,1,Drama,7.2
3,1,Drama,7.3
5,1,Comedy,7.3
12.2,1,Drama,6.6
2.8,1,Comedy,7.1
13.5,3,Drama,7.5
21.6,1,Comedy,7.2
8.2,20,Drama,7.1
2.4,1,Thriller,5.5
7,30,Fantasy,6.3
10.4,20,Drama,6.8
14.8,1,Animation,6.7
8.8,3,Comedy,5.1
14.4,1,Drama,7.5
8.8,1,Comedy,0
10.4,30,Drama,6.8
6.25,1,Comedy,6.3
8.4,3,Drama,7.7
3.8,1,Drama,7.8
6.6,20,Adventure,0
11.2,1,Adventure,8.3
10.2,1,Adventure,6.2
14.8,20,Horror,5.5
12,1,Drama,6.8
37.6,30,Drama,7.6
3.75,1,Action,4.9
26,20,Action,7.5
20.6,1,Adventure,6.6
6.8,1,Horror,6.4
18.2,20,Drama,7
1.8,3,Drama,7
8.4,1,Drama,6.9
22,1,Drama,6.1
16.6,1,Comedy,5.3
22.6,1,Adventure,5.6
8.25,3,Drama,0
1,1,Drama,7.8
1,8,Drama,7.9
8.4,1,Fantasy,0
24,30,Drama,7.7
9.2,1,Adventure,6.7
14,1,Drama,7.8
3.75,20,Western,6.3
12.2,1,Drama,6.1
17,1,Drama,8.1
17,1,Action,7.1
8,3,Drama,6.4
1.2,1,Adventure,5.7
5.2,3,Drama,6.9
24,1,Drama,6.6
1.5,8,Adventure,0
8.8,1,Fantasy,5.9
16.2,1,Adventure,6.2
5,1,Drama,6.9
1.8,30,Documentary,8.8
12.6,1,Drama,7.7
8.4,1,Drama,6.8
16,30,Drama,6.5
5.2,1,Drama,8
17.6,1,Drama,7.5
2.75,1,Comedy,4.8
28,20,Comedy,6.6
18.6,1,Drama,7.4
4.6,1,Comedy,5.6
11,30,Horror,7.5
18,1,Adventure,6.3
10.8,1,Drama,7.6
3,1,Comedy,7.1
3.6,1,Drama,7.1
7,8,Comedy,7.9
12.25,10,Drama,7.9
1,3,Action,7.8
14.4,30,Drama,8.4
5.5,1,History,8.2
15.8,1,Drama,6.9
20.2,1,Drama,6.7
1,1,Adventure,6.8
2.8,1,Fantasy,8.6
5.5,1,Drama,8
6,8,Drama,7
4.6,1,Adventure,7.8
1,1,Drama,7.4
10.6,1,Drama,7
14.2,1,Fantasy,5.4
12.5,1,Horror,5.6
1.8,8,Thriller,7.2
9.4,3,Comedy,6.1
1.2,1,Drama,8
18,20,Adventure,8.9
22,20,Adventure,7.7
5,1,Drama,7.9
11,1,Drama,6.2
22,1,Adventure,6.6
16,1,Comedy,6.4
24.4,1,Drama,7.5
6.4,1,Drama,0
11.4,8,Fantasy,6.5
4.6,1,Drama,7
6.8,20,Adventure,5.8
10.4,1,Comedy,6
1.2,5.5,Drama,7.2
7,1,Fantasy,6.9
18.4,1,Fantasy,5.6
6.6,1,Fantasy,6.6
17.2,8,Drama,6.5
16.2,1,Drama,6.7
20.6,1,Drama,7.6
11.2,1,Documentary,0
1.5,1,Documentary,8.7
1,1,Documentary,8
1,1,Drama,8.2
12.2,1,Adventure,6
14.2,3,Drama,8
12,1,Drama,7.9
12.4,20,Adventure,7.6
24,1,Comedy,7.9
18.6,1,Drama,7
9.4,1,Drama,7.7
18.2,1,Drama,6.9
2.4,10,Drama,6.5
23.6,1,Drama,6.8
8.25,1,Adventure,5.9
5.8,1,Horror,7.1
24.2,3,Drama,7.6
10.4,1,Adventure,0
10.4,1,Action,5.6
7.2,8,Adventure,7.7
12.2,1,Comedy,7.3
3.4,1,Comedy,7.6
10.4,1,Adventure,6.3
4.8,3,Action,6.3
1.2,1,Drama,7.5
5.6,3,Drama,7.7
8.4,1,Action,5.7
20.4,5,Drama,6
11.4,3,Drama,0
10.4,1,Adventure,6.8
4.6,1,Drama,7.7
19,1,Adventure,7.3
10.8,1,Action,5.9
8.4,1,Comedy,0
11,1,Drama,6.8
8,1,Drama,7.5
20.4,30,Comedy,6.1
1,3,Drama,8
15.8,3,Drama,0
19.6,1,Fantasy,6.6
13.25,1,Animation,8.1
1.8,1,Horror,7
2.8,1,Horror,5.3
5,1,'Science Fiction',0
22.2,10,Drama,6.8
8,3,Comedy,7.1
1,1,Drama,7.2
10.8,20,Action,7.3
16,8,Drama,5.2
10.8,1,Adventure,5.3
4.6,1,Fantasy,7.5
12.75,1,Action,6.9
6.4,1,Drama,8.8
10.8,1,Comedy,6.2
6.8,1,Drama,6.7
8.6,1,Adventure,6.2
18.2,5,Drama,8.8
18.2,1,Drama,0
6.6,2.3333,Animation,6.3
6.6,2,Animation,6
1,8,Animation,5.9
1.2,20,Adventure,5.2
10.2,1,Comedy,0
2.8,3,Drama,0
2.75,1,Drama,7.5
13.8,1,Drama,6.9
16.2,20,Drama,7.9
10.4,1,Action,6.1
14.2,1,Drama,8.3
3.8,8,Drama,0
7.4,20,Comedy,7.1
20.2,1,Drama,7.2
12,1,Adventure,0
6.8,20,Drama,7.5
5.4,20,History,7.3
12.2,1,Drama,7.2
8,1,Comedy,8.1
8.8,20,Comedy,7.5
11.2,20,Action,7.7
10.4,3,Drama,8.2
6.75,5,Comedy,6.8
3,1,Drama,6.6
12.2,8,Drama,7.5
2.25,1,Action,8.6
4.8,1,Adventure,8.8
1,1,Drama,0
2.8,1,Drama,8.1
8.4,5,Drama,6.3
2,1,Drama,8.5
1.4,1,Animation,8.3
8,1,Drama,6.3
14.4,3,Drama,7.5
5.6,1,Adventure,0
10.4,1,Adventure,0
5,1,Drama,7.7
14.6,1,Animation,8
2.6667,1,Fantasy,0
11.2,1,Comedy,6.5
14,1,Drama,6.8
6.8,1,Drama,6.1
14,20,Drama,6.4
22,10,Adventure,7.2
14.2,1,Adventure,6.9
9,1,Western,6.2
10.4,1,Drama,8.4
14.2,1,Action,0
10.8,3,Drama,6.4
8.2,4.5,Adventure,7.5
10.8,1,Drama,7.7
18.6,1,Comedy,7
18.2,1,Comedy,6.8
1,1,Drama,8.1
7.2,1,Drama,6.5
10.6,1,Drama,7.4
13.2,1,Drama,6.6
6.6,20,Adventure,6.2
1.25,1,Fantasy,7.1
14.2,1,Drama,5.9
1.2,3,Action,6.2
12.2,1,Thriller,6.6
16,20,Adventure,6.5
11.6,1,Adventure,6.8
1,8,Documentary,8.6
15,3,Action,6.8
3,1,Drama,0
3.5,1,Action,0
7,3,Drama,8.9
6.6,7.3333,Animation,9.1
3,1,Adventure,0
18.2,7.3333,Fantasy,6.5
8.75,1,Drama,7.4
3,30,Comedy,7
3.2,1,Drama,0
3.8,1,Drama,5.4
2.8,1,Horror,7.1
20,1,Comedy,6.9
5.6,3,Drama,8.1
12.8,20,Drama,5.7
13.6,1,Comedy,7.5
10.4,1,Comedy,7.5
13,1,Drama,8
6.8,1,Horror,4.7
4.8,1,Drama,0
10,10.5,Adventure,6.7
24,1,Drama,6.5
13.6,1,Adventure,4.5
5.2,1,Comedy,0
1,1,Action,6
13.8,18.75,Fantasy,7
6.6,1,Action,7.4
11.8,1,Drama,6.6
3.25,1,Adventure,7.9
15.2,1,Comedy,6.3
7.75,1,Adventure,6.1
6.6,3,Drama,8.5
9.2,3,Drama,6.4
10.25,20,Drama,8.6
7.6,30,Drama,6.3
12.6,1,Drama,6.7
7.2,1,Comedy,0
13.6,1,Drama,5.2
10.4,20,Comedy,0
4.6,1,Drama,7.3
1.5,3,Drama,0
11.2,1,Drama,7.5
3.2,1,Horror,5.7
13.2,30,Drama,8
2,1,Drama,7.4
24,15.5,Adventure,6.9
1,1,Documentary,8.1
20.6,1,Comedy,6.2
4.25,3,Drama,6.9
3.25,8,Adventure,7.8
22,1,Drama,7.5
5.2,20,Drama,8.1
11.4,1,Comedy,6.8
3,1,Drama,7.6
1.5,3,Comedy,0
9.6,20,Drama,6.4
14.6,1,Drama,8
11.8,1,Drama,6.3
4.8,1,Comedy,6.6
16.4,1,Drama,7.7
6,1,Animation,8.2
4.2,1,Drama,5.9
2.6667,1,Fantasy,6.4
13,20,Drama,5.7
12,1,Comedy,6.7
16.6,1,Drama,6.7
6.6,1,Adventure,6.7
1,1,Drama,7.9
6.6,1,Drama,7.5
17.75,1,Drama,7.3
10.8,20,Fantasy,7
2.2,1,Drama,7.3
6.75,20,Drama,7.4
14.2,20,Action,0
9.4,1,Adventure,5.4
20,1,Documentary,8.2
3.75,1,Drama,0
14.4,1,Drama,8.3
3.75,1,Drama,7.9
7,1,'Science Fiction',0
1.25,3,Comedy,0
4.2,2,Adventure,7.4
2.4,1,Action,0
22.5,1,Drama,6.7
7.6,8,Action,5.7
4.8,1,Drama,7.2
4.6,20,Adventure,0
8.25,1,Fantasy,6.2
1,1,Fantasy,0
2.4,1,Drama,7.4
4.8,1,Action,6.5
5.6,1,Adventure,8
1.8,1,Drama,7.3
1,1,Horror,4.4
1.25,20,Horror,6.5
11.4,1,Drama,7.1
24,8,Drama,6.1
17.6,1,Drama,5.9
1,1,Comedy,0
1,8,Fantasy,4.6
8.4,1,Drama,7.2
1,1,Documentary,7.4
12.5,1,Drama,8
4,1,Adventure,7.5
4.8,3,Drama,8.1
12.4,1,Drama,5.9
4.25,1,Drama,0
8.2,1,Action,6.5
8.8,1,Drama,7.7
14.4,1,Drama,6.8
9.4,1,Drama,8.1
8.8,1,Comedy,7.3
3.2,1,Drama,0
17.8,1,Drama,6.2
10.8,3,Drama,6.6
1.4,3,Horror,5.7
15,1,Comedy,6.4
7.4,3,Action,0
10.4,1,Drama,7
1,1,Fantasy,6.7
25.6,1,Drama,5.3
4.2,1,Drama,7
1.5,1,Horror,6
3.2,1,'Science Fiction',7.9
13.6,20,Drama,7.9
16.2,1,Drama,6.8
6.8,8,Fantasy,7.2
6.25,1,Horror,7.3
17.6,1,Drama,6.7
22,20,Adventure,7.2
8.6,3,Fantasy,6.3
7.2,8,Drama,8.3
10.6,1,Action,6.2
12.8,8,Adventure,7
7.2,1,Drama,7.3
1,1,Drama,7.2
6.25,15.5,Adventure,6.1
10.4,1,Drama,7.7
7,3,Drama,0
22,1,Action,5.4
18.2,1,Comedy,6.1
10.4,3,Drama,7.4
6.6,3,Drama,6.8
1.6,3,Adventure,8.5
7,1,Fantasy,6.6
2.8,1,Drama,7.4
4.8,1,Drama,7.6
16.2,1,Fantasy,7
20,8,Comedy,7
10.8,1,Comedy,0
12.2,1,Comedy,8.2
10.4,20,Drama,7.2
18.2,20,Comedy,6.3
2.75,1,Drama,0
7.4,1,Drama,7.8
2.8,8,Drama,7.9
1.8,1,Drama,7.4
22,1,Animation,6.8
12.2,1,Adventure,7
19,1,Comedy,6.7
6.6,20,Thriller,7.5
4.2,1,Drama,8.1
18.4,5,Drama,7.1
10.8,1,Drama,6.6
2.25,1,Fantasy,7.6
11.75,3,Adventure,7.2
3.5,1,Drama,0
4.2,2,Adventure,7.7
6.6,20,Drama,6.2
13.8,8,Comedy,6.2
5.75,1,Drama,7.2
6.8,1,Drama,8
7.4,3,Drama,7.8
1.8,1,Adventure,6.4
9.2,20,Drama,7.8
12.6,1,Horror,5.5
5.8,20,Drama,6.7
14.2,1,Comedy,6.3
3.25,1,Drama,8.8
5.5,1,Drama,8.6
1.6,30,Adventure,8.4
30,3,Adventure,6.8
22,30,Drama,8.4
7,8,Horror,6.4
26,1,Adventure,7
9.25,5,Drama,7.4
3.2,1,Comedy,4.9
3.4,3,Comedy,0
2.8,1,Fantasy,5.4
8.6,3,Comedy,6.5
17.6,3,Drama,7.2
10.8,1,Action,5.8
9.6,1,Comedy,0
18.2,1,Drama,5.8
28,1,Action,6.9
10.4,3,Comedy,7.3
1.2,1,Animation,0
1,1,Drama,7.7
4.8,1,Adventure,7.8
5.4,1,Comedy,6.2
4,8,Drama,8.2
6,1,Horror,6.3
3,1,Adventure,5.2
8.8,3,Drama,7.9
13.4,1,Comedy,0
18,3,Drama,7.4
21,1,Adventure,6.1
14.8,3,Drama,0
12.4,20,Adventure,6.1
5,1,Comedy,8.3
7.2,1,Adventure,6.7
17,1,Adventure,6.3
9,20,Drama,7.2
14.6,1,Drama,6.9
3.2,1,Comedy,0
1.8,1,Drama,6.4
18,1,Drama,6.4
3.2,3,Adventure,8.4
7,1,Drama,7.2
3.25,1,Drama,8.4
18.2,1,Comedy,6.5
16.4,20,Drama,7
22.2,1,Drama,5.7
9.6,3,Adventure,5.9
17.4,8,Adventure,7.1
3.6,1,Drama,7.7
1.2,1,Music,7.3
16.4,20,Drama,7.7
10.4,1,Comedy,0
11.6,1,Adventure,8
1.8,8,Drama,0
15.6,1,Comedy,0
14.4,1,Adventure,7.7
9,1,Drama,8.5
22.2,1,Adventure,5.2
10.6,1,Drama,8.2
5.75,1,Drama,0
7.8,1,Drama,5.3
10.4,1,Drama,7.9
1.2,1,Drama,6.4
15.75,1,Thriller,6.6
6.4,3,Adventure,7.7
12.2,3,Thriller,5.4
10.6,1,Western,7.4
3.5,1,Comedy,7.2
24,30,Adventure,7.6
11.6,1,Adventure,7.2
20.2,3,Drama,5.9
13.6667,20,Drama,7.1
20,5,Adventure,5.7
6.2,20,Adventure,7.6
4.8,20,Action,8.2
1,1,Drama,7.5
5.75,20,Drama,5.3
8.8,30,Drama,6.2
8.4,1,Horror,5.8
3.25,1,Documentary,0
6.8,1,Documentary,8.3
18.8,1,Drama,7.2
7.2,1,Action,5.8
22,1,Adventure,5.6
4.8,1,Action,8.1
6.2,20,Adventure,7.5
12.4,3,Comedy,6.7
2,1,Music,8
9.4,8,Comedy,5.9
8.4,1,Drama,7.6
3,1,Adventure,7.7
4.6,1,Drama,7.3
1.25,5,Drama,8
8.4,3,Comedy,6.8
5,1,Comedy,5.9
1.4,1,Drama,6.8
12.6,20,Animation,7.3
16.6,5,Romance,7.5
3.2,1,Horror,5.9
10.6,1,Adventure,6.2
24,3,Drama,6.9
14.4,1,Drama,7.6
5,1,Horror,6.1
2.8,1,Fantasy,5.7
10.4,3,Drama,7
8.6,1,Drama,6.5
12.6,1,Drama,0
16.2,5,Adventure,5.6
7.2,1,Drama,8.2
10.5,1,Comedy,6.6
14.2,20,Drama,6.8
12.4,1,Drama,6.6
14.4,1,Comedy,6.2
1,1,Drama,7.6
5,3,Drama,6.9
4.6,20,Drama,8.5
4.6,1,Drama,6.3
10.6,3,Drama,6.2
20.6,20,Adventure,6.5
19.6,1,Drama,7.1
6.2,1,Fantasy,0
12.6,30,Drama,8
8.4,20,Drama,8.5
22,3,Drama,7.3
5.75,10,Drama,0
26,1,Adventure,6.8
6.8,20,Comedy,0
15,1,Comedy,6.2
12.75,1,Drama,8.1
9,1,Action,5.9
1.8,1,Horror,7
2,1,Drama,7
10.6,1,Drama,5.2
18.2,8,Drama,6.6
6.6,10.5,Animation,9.4
6.6,1,Comedy,0
1,1,Fantasy,6
18,3,Action,6.1
17,20,Adventure,7.5
12,1,Action,6.4
16.2,20,Drama,7
6.8,1,Drama,7
2.8,1,Horror,7.3
5.6,20,Drama,6.2
4.8,3,Drama,0
19.6,1,Drama,6.9
12.6,40,Fantasy,5.4
5.2,30,Action,6.7
9.6,3,Comedy,0
14.4,1,Drama,0
2.8,1,Drama,6.9
6.8,1,Comedy,0
1,1,Horror,5.5
7.2,1,Drama,6.9
3.2,1,Comedy,6.8
12,2,Action,7.3
14,1,Drama,0
12.6,1,Horror,6.8
20,1,Comedy,7.7
28,20,Adventure,6
10.75,1,Drama,6.8
6.25,1,Horror,4.3
8.8,2.75,Animation,0
8.8,1,Comedy,5.4
4.8,3,Drama,7.9
4.2,1,Comedy,0
9.8,20,Comedy,0
12.6,1,Drama,7.7
1.25,3,Drama,8.1
11.2,1,Drama,7.2
3.2,1,Comedy,0
19,1,Fantasy,6.2
20.6,3,Drama,8.6
1,8,Horror,7
3.2,1,Comedy,0
6.2,1,Adventure,5.9
2.2,1,Comedy,0
5,1,Adventure,0
7.6,1,Comedy,7
6.8,1,Horror,6
12.25,3,Comedy,0
4.4,1,Comedy,6.4
6.4,1,Drama,0
5.2,3,Adventure,5.8
2.25,1,Comedy,0
8,1,Drama,6.9
8,1,Action,6.7
1.4,3,Horror,6
12.2,1,Drama,0
1.2,3,Drama,8.7
6.2,1,Drama,6.2
1,1,Comedy,0
2.6,5,Horror,6.7
20,20,Comedy,7.1
6.6,1,Adventure,0
18,5,Drama,7.6
8.8,20,Comedy,7.9
12.6,3,Drama,5.1
3.2,5,Thriller,5.9
2.8,20,Comedy,0
5,1,Drama,6.3
1,1,Music,7
8.6,3,Drama,7.7
6.8,1,Horror,7
1,2.4,Animation,7.1
1,1,Adventure,5.5
4.8,1,Drama,8
2.8,1,Animation,0
2.4,1,Drama,9
11.2,3,Drama,7.5
6.4,5,Comedy,0
19,1,Adventure,6.9
6.6,1,Adventure,0
5.75,1,Action,6.7
6.4,1,Drama,6.6
1,1,Comedy,5.7
5.4,1,Drama,6.9
4.6,1,Adventure,7.7
1,1,Comedy,0
3,1,Drama,6.9
8.6,1,Adventure,0
2.8,1,Comedy,7.1
12.4,1,Comedy,7.5
1.5,1,Drama,0
1,1,Animation,8.3
12.6,1,Horror,7.3
20,8,Comedy,6
18.2,1,Fantasy,6.8
28,3,Horror,7.2
4.2,1,Horror,7.7
22.4,3,Drama,8
22,1,Comedy,6.4
5,1,Drama,8.4
1.75,1,Adventure,7.7
26,1,Action,6.7
3.25,1,Comedy,7.5
1.6,1,Drama,0
1.4,1,Comedy,0
22,1,Horror,5.4
3,3,Drama,6.8
5.2,1,Adventure,5.7
15,1,Comedy,0
16.2,1,Drama,7.6
20,1,Comedy,6.4
1.6,1,Action,0
2.6,1,Drama,5.2
1,1,Drama,7.5
1.2,5,Comedy,6.3
1.5,1,Drama,8.3
1,1,Drama,6.8
2.6,5.5,Drama,0
4.3333,3,Adventure,3
8.2,1,Comedy,7.4
10.6,30,Adventure,6.5
1.2,1,Fantasy,8
6.6,1,Action,0
5.6,1,Comedy,6.9
7,1,Drama,8.3
1,3,Adventure,0
3,1,Drama,6.8
3,1,Adventure,6.5
2.8,1,Comedy,7.8
10,10.5,Comedy,5.7
10.6,1,Comedy,6.1
19.6,8,Animation,8.5
9.2,1,Drama,0
8.2,1,Drama,6.5
7.5,1,Fantasy,0
3.6,1,Drama,9.1
2.4,1,Fantasy,7.3
16.4,1,Adventure,6.3
6.8,1,Drama,7.9
22,1,Action,6.6
11,1,Drama,0
15,5,Adventure,6.4
26,1,Fantasy,5.2
8.6,1,Drama,0
14,3,Drama,6.8
1.6,3,Animation,5.3
22,20,Action,6.7
5.75,3,Drama,5.8
12.4,1,Drama,6.5
18.4,1,Fantasy,7.3
5,1,Drama,0
2.8,3,Adventure,0
2.2,8,Drama,8.5
8,1,Drama,0
8.4,3,Drama,8.2
2.6,1,Drama,0
22,1,Drama,7
12.6,8,Drama,8.5
7.6667,3,Drama,6.6
22,1,Adventure,7.7
8.6,1,Comedy,6.3
6.6,3,Action,6.6
22,20,Drama,6.4
3.6,1,Comedy,0
3.4,1,Adventure,6.4
16.6,1,Comedy,7.2
16.2,1,Drama,6.5
4.8,1,Drama,8.4
13,3,Comedy,6.7
3.6,1,Drama,7
3,1,Drama,4.8
23,3,Drama,6.6
2,1,Comedy,7
7.4,1,Drama,7.1
20.8,1,Comedy,5.5
14.4,10,Drama,7
1,3,Drama,7.2
10,1,Action,0
3.25,1,Drama,7.5
16,8,Horror,8.1
4.8,1,Drama,8.1
15,1,Drama,6.8
1.3333,1,Documentary,0
3.4,1,Action,0
5.75,3,Drama,7.8
9,1,Drama,7.5
16.2,1,Drama,8.5
1.2,1,Drama,7
15,1,Drama,6.5
1,1,Drama,9.2
1,1,Drama,7.4
12.6,1,Drama,7.7
18,1,Fantasy,6.2
4.8,1,Adventure,0
8.8,1,Drama,0
5,8,Horror,7.1
5,1,Comedy,7.1
1,3,Comedy,6.2
10.4,1,Adventure,0
5,1,Documentary,8.9
7,1,Fantasy,6.8
3,1,Drama,0
24,3,Drama,6.3
12.4,1,Action,6.3
3.4,3,Comedy,0
5.2,1,Comedy,7.9
1.6,1,Documentary,7.2
14.4,20,Drama,0
10.2,1,Drama,0
6.8,1,Adventure,8.5
8.25,1,Drama,0
26,20,Adventure,7
5.75,1,Comedy,8.1
6.6,1,Action,0
6.75,1,Drama,6
13.4,1,Drama,6.7
10.5,8,Comedy,9.2
4.6,20,Comedy,7.2
4.6,1,Adventure,0
7.2,1,Drama,0
5,1,Comedy,0
4,3,Drama,0
8.8,3,Comedy,5.6
1,1,Action,5.8
8.75,8,Drama,0
2.2,1,Comedy,0
6.8,1,Fantasy,6.3
4.8,3,Drama,8
16,1,Drama,7.8
6.2,3,Drama,0
10.5,30,Documentary,8.3
9.6,20,Drama,7.9
10.2,3,Drama,7.5
5.8,1,Action,7.1
19,1,Drama,7.2
12.75,1,Comedy,7.9
16,3,Drama,7.9
14.6,1,Drama,7.5
1,2,Drama,7.8
16.6,1,Comedy,6.6
12.4,1,Drama,0
5.4,1,Drama,5.8
21.25,1,Animation,6.5
13.6,1,Comedy,7
2.8,1,Adventure,7.2
4.6,20,Drama,6.1
22,3,Drama,7.5
7,1,Adventure,6.1
4.8,1,Drama,7.5
1,3,Documentary,8.8
1,1,Fantasy,0
4.6,10,Drama,7.6
25,20,Adventure,7
20.2,1,Drama,6.6
6.4,1,Adventure,7.8
1,1,Comedy,0
4.2,1,Animation,7.7
7.4,20,Drama,7.2
1,1,Drama,6.2
7.4,1,Drama,0
1.2,1,Action,6.2
14.4,5,Action,5.8
14,12.5,Animation,7.4
16.2,1,Drama,8.5
14.2,30,Drama,7.3
16,30,Drama,7.9
20,5,Action,7.1
13.6,1,Thriller,6.7
12.2,1,Thriller,5
12.2,1,Action,6.1
4.8,7.3333,Animation,9.2
8.6,20,Drama,8.4
14,1,Horror,5.1
26,1,Comedy,7.4
12.2,1,Drama,6.9
2.8,8,Drama,0
30,1,Drama,7.9
22,3,Comedy,6.4
14.6,30,Drama,8.2
11.4,3,Horror,7.4
20.2,1,Drama,7
22,8,Adventure,7.2
8.25,1,Fantasy,0
13.8,3,Comedy,8.5
21.8,1,Fantasy,6.2
19,5,Adventure,5.5
14,3,Adventure,6.4
6.2,1,Comedy,7.1
18,15.5,Fantasy,6.7
6.8,10,Drama,7.2
1,1,Documentary,9.3
3.3333,1,Drama,8.7
28,40,Drama,7.5
18.4,1,Action,6.1
3.2,1,Horror,4.5
10.4,1,Action,7.9
4.8,8,Thriller,5.3
14,1,Drama,6.9
16,3,Fantasy,6.8
13.2,1,Horror,6
3.2,5,Horror,6.7
1.25,1,Documentary,7.8
3,1,Adventure,5.1
7,5,Drama,7.6
6.6,1,Comedy,7.9
23,30,Action,7.5
13.2,1,Fantasy,6.8
22.2,1,Drama,6.2
1,1,Drama,5.9
4.6,1,Thriller,7.1
1.4,1,Drama,7.5
2.4,1,Action,0
17.2,1,Drama,6.6
5.75,1,Comedy,0
16,30,Fantasy,6.1
10.2,1,Adventure,6.5
14.4,1,Comedy,6.4
11.6,3,Action,7
5.5,1,Horror,5.1
17.2,20,Action,6.2
20,1,Adventure,6.3
1.4,1,Horror,6.4
20.2,1,Drama,7.2
1.25,3,Adventure,0
12.4,40,Adventure,7.2
1,1,Comedy,0
1.5,1,Fantasy,0
5.75,3,Adventure,7.1
23.3333,1,Drama,7.8
7.5,1,Drama,7.6
1.8,1,Horror,6.3
4.8,1,Comedy,7.2
10.75,20,Adventure,7.9
22,3,Adventure,6.4
5.6,20,Fantasy,0
1,1,Drama,6.3
1,20,Horror,5.6
1,1,Drama,0
14.4,3,Comedy,6.3
3,1,Comedy,0
10.75,1,Drama,0
2.6,1,Fantasy,8.2
14.6,1,Adventure,7.3
8.6,1,Horror,7.1
7,5,Horror,0
12.2,3,Comedy,6.1
6,1,Drama,6.9
1,10,Documentary,9.3
24,1,Drama,7.1
7.75,8,Horror,5.1
3,5,Drama,0
8.25,20,Drama,6.2
2,3,Documentary,7.8
13.8,20,Drama,7.4
8.2,1,Action,0
14.6,1,Animation,8.9
11.2,1,Drama,6.7
11,10.5,Comedy,0
1.8,1,Adventure,6.8
3,10,Drama,6.9
2.8,5,Horror,6.9
20,1,Drama,7.4
4,3,Fantasy,6.8
1.75,1,Horror,6
10,20,Comedy,0
16.4,1,Adventure,6.1
14.6,10,Fantasy,7.7
40,20,Adventure,8
12.2,1,Comedy,6.1
8.8,10,Drama,7.4
1.25,1,Drama,6.4
11.8,1,Action,0
4.8,1,Comedy,0
12.4,1,Drama,6.7
8.6,1,Comedy,6.5
1.4,8,Drama,8.2
1,20,Drama,8.7
2.8,1,Animation,7.9
14.4,3,Drama,7.7
1,1,Comedy,0
7.6667,3,Adventure,8
11.8,1,Adventure,6.7
4.6,1,Thriller,6.3
3.6,1,Horror,6.2
